,industry,index_x
80879,Drug Discovery,99012.0
80883,Medical Devices & Equipment,286639.0
80887,Medical Equipment & Supplies,534649.0
80888,Drug Manufacturing,86963.0
80889,Medical Devices & Equipment,99052.0
80893,Medical Facilities & Services,99058.0
80894,Medical Devices & Equipment,99064.0
80895,Medical Facilities & Services,99069.0
80897,Medical Equipment & Supplies,100919.0
80898,Medical Devices & Equipment,315872.0
80899,Mobile Software & Services,287821.0
80900,Medical Facilities & Services,99087.0
80901,Medical Facilities & Services,99089.0
80902,Healthcare Software,99110.0
80903,Medical Facilities & Services,99129.0
80904,Medical Equipment & Supplies,99138.0
80906,Drug Manufacturing,99234.0
80909,Drug Development,99170.0
80910,Medical Facilities & Services,99171.0
80912,Medical Devices & Equipment,99173.0
80920,Mobile Software & Services,99177.0
80925,Medical Facilities & Services,99178.0
80927,Medical Devices & Equipment,99188.0
80936,Medical Facilities & Services,99197.0
80939,Medical Devices & Equipment,238714.0
80942,Medical Devices & Equipment,99240.0
80943,Medical Facilities & Services,99256.0
80944,Medical Facilities & Services,99259.0
80953,Mobile Software & Services,99283.0
80960,Medical Facilities & Services,99300.0
80965,Drug Development,76800.0
80976,Medical Devices & Equipment,21051.0
80977,Medical Devices & Equipment,99320.0
80987,Mobile Software & Services,99342.0
80989,Healthcare Software,99356.0
80994,Medical Devices & Equipment,373583.0
80998,Medical Devices & Equipment,99362.0
80999,Medical Devices & Equipment,99363.0
81000,Biotechnology,99366.0
81001,Medical Devices & Equipment,99373.0
81002,Medical Devices & Equipment,99376.0
81003,Medical Devices & Equipment,99380.0
81004,Drug Development,99391.0
81007,Medical Facilities & Services,99404.0
81008,Medical Facilities & Services,99405.0
81009,Biotechnology,99406.0
81010,Medical Facilities & Services,99407.0
81011,Drug Development,99414.0
81020,Biotechnology,99955.0
81024,Medical Equipment & Supplies,499978.0
81032,Internet Software & Services,184660.0
81033,Drug Discovery,99441.0
81034,Medical Devices & Equipment,99442.0
81035,Medical Equipment & Supplies,99453.0
81036,Medical Equipment & Supplies,99460.0
81037,Stealth Mode,99474.0
81038,Medical Devices & Equipment,99477.0
81039,Internet Software & Services,99478.0
81048,Mobile Software & Services,233314.0
81049,Pharmaceuticals / Drugs,339021.0
81052,Medical Devices & Equipment,99504.0
81054,Drug Development,99538.0
81055,Drug Manufacturing,99539.0
81057,Drug Development,99549.0
81066,Medical Devices & Equipment,99556.0
81073,Drug Discovery,185350.0
81075,Medical Equipment & Supplies,530243.0
81084,Medical Facilities & Services,99578.0
81097,Mobile Software & Services,99597.0
81102,Internet Software & Services,99607.0
81103,Mobile Software & Services,99608.0
81104,Medical Devices & Equipment,99619.0
81105,Pharmaceuticals / Drugs,99621.0
81106,Mobile Software & Services,246760.0
81107,Medical Facilities & Services,284918.0
81118,Medical Devices & Equipment,99629.0
81119,Healthcare Plans,99630.0
81120,Medical Facilities & Services,99643.0
81121,Medical Facilities & Services,99644.0
81125,Medical Facilities & Services,20577.0
81126,Biotechnology,99648.0
81127,Medical Facilities & Services,99649.0
81138,Pharmaceuticals / Drugs,982.0
81139,Medical Devices & Equipment,99652.0
81141,Healthcare Software,99665.0
81145,Mobile Software & Services,99671.0
81147,Biotechnology,419067.0
81151,Medical Facilities & Services,534886.0
81156,Medical Devices & Equipment,96850.0
81159,Drug Delivery,99677.0
81161,Drug Manufacturing,99678.0
81165,Medical Facilities & Services,99709.0
81166,Medical Equipment & Supplies,99720.0
81167,Healthcare Software,99721.0
81169,Drug Development,99743.0
81172,Healthcare Software,99749.0
81174,Medical Devices & Equipment,99754.0
81180,Drug Manufacturing,99755.0
81181,Medical Devices & Equipment,99757.0
81182,Medical Equipment & Supplies,99760.0
81183,Medical Facilities & Services,99766.0
81185,Biotechnology,99799.0
81186,Internet Software & Services,149613.0
81187,Healthcare Software,373072.0
81190,Biotechnology,98130.0
81191,Biotechnology,6373.0
81192,Medical Facilities & Services,99789.0
81195,Medical Devices & Equipment,99797.0
81206,Medical Devices & Equipment,99808.0
81207,Healthcare Software,99352.0
81209,Healthcare Software,99814.0
81213,Medical Facilities & Services,99877.0
81214,Disease Diagnosis,100089.0
81215,Biotechnology,57708.0
81230,Medical Devices & Equipment,99819.0
81232,Medical Facilities & Services,99825.0
81233,Mobile Software & Services,99828.0
81240,Medical Facilities & Services,99845.0
81244,Drug Manufacturing,252036.0
81249,Biotechnology,99875.0
81259,Drug Development,514499.0
81263,Medical Devices & Equipment,95982.0
81268,Medical Facilities & Services,99885.0
81270,Medical Devices & Equipment,99896.0
81271,Medical Devices & Equipment,99897.0
81275,Biotechnology,228287.0
81280,Biotechnology,99907.0
81281,Drug Development,99931.0
81288,Medical Devices & Equipment,99943.0
81289,Medical Facilities & Services,99944.0
81290,Internet Software & Services,229536.0
81292,Pharmaceuticals / Drugs,458900.0
81294,Medical Devices & Equipment,248297.0
81305,Medical Devices & Equipment,23320.0
81308,Pharmaceuticals / Drugs,99964.0
81313,Mobile Software & Services,99975.0
81314,Medical Facilities & Services,420621.0
81322,Mobile Software & Services,70610.0
81329,Biotechnology,99989.0
81332,Biotechnology,99992.0
81341,Biotechnology,331141.0
81342,Drug Development,496156.0
81343,Medical Equipment & Supplies,500933.0
81344,Biotechnology,511932.0
81346,Disease Diagnosis,514844.0
81347,Medical Facilities & Services,518960.0
81348,Drug Delivery,519555.0
81349,Medical Facilities & Services,529980.0
81350,Medical Devices & Equipment,537815.0
81351,Stealth Mode,542378.0
81352,Biotechnology,543574.0
81353,Medical Facilities & Services,32170.0
81354,Medical Facilities & Services,97384.0
81355,Dental Products & Services,100291.0
81356,Disease Diagnosis,100328.0
81367,Biotechnology,184855.0
81368,Medical Devices & Equipment,184856.0
81369,Mobile Software & Services,152566.0
81376,Medical Facilities & Services,226661.0
81380,Internet Software & Services,236877.0
81381,Mobile Software & Services,243123.0
81382,Medical Devices & Equipment,247324.0
81384,Drug Delivery,257898.0
81387,Health & Wellness (non-internet/mobile)…,131759.0
81389,Biotechnology,266686.0
81392,Mobile Software & Services,228045.0
81394,Internet Software & Services,145675.0
81397,Internet Software & Services,151397.0
81398,Biotechnology,236478.0
81399,Biotechnology,311336.0
81401,Internet Software & Services,322831.0
81403,Dental Products & Services,332036.0
81404,Medical Devices & Equipment,336121.0
81406,Alternative Medicine,339018.0
81407,Biotechnology,263060.0
81408,Biotechnology,175079.0
81409,Disease Diagnosis,346390.0
81410,Medical Facilities & Services,346952.0
81412,Biotechnology,347392.0
81413,Medical Devices & Equipment,360930.0
81415,Medical Devices & Equipment,361149.0
81416,Medical Equipment & Supplies,299957.0
81417,Biotechnology,370105.0
81418,Biotechnology,370495.0
81419,Medical Facilities & Services,374081.0
81420,Healthcare Software,378721.0
81421,Medical Facilities & Services,386840.0
81422,Internet Software & Services,391998.0
81426,Medical Facilities & Services,396964.0
81430,Medical Facilities & Services,348954.0
81431,Biotechnology,420656.0
81432,Internet Software & Services,422616.0
81433,Drug Development,332706.0
81437,Healthcare Software,450413.0
81438,Health & Wellness (non-internet/mobile)…,456546.0
81439,Mobile Software & Services,279766.0
81441,Drug Delivery,186660.0
81443,Biotechnology,101361.0
81444,Biotechnology,257077.0
81445,Biotechnology,423997.0
81446,Medical Devices & Equipment,272797.0
81447,Medical Devices & Equipment,485423.0
81449,Medical Devices & Equipment,279499.0
81450,Healthcare Software,499933.0
81451,Biotechnology,542855.0
81452,Medical Devices & Equipment,556156.0
81453,Mobile Software & Services,251521.0
81454,Healthcare Software,556199.0
81455,Medical Devices & Equipment,556828.0
81456,Biotechnology,100493.0
81457,Biotechnology,186921.0
81458,Biotechnology,186715.0
81459,Biotechnology,186538.0
81463,Mobile Software & Services,294914.0
81465,Healthcare Software,580678.0
81467,Medical Devices & Equipment,380216.0
81469,Medical Devices & Equipment,605135.0
81470,Medical Devices & Equipment,394230.0
81471,Medical Equipment & Supplies,614977.0
81472,Internet Software & Services,230773.0
81473,Drug Development,317205.0
81474,Biotechnology,102002.0
81475,Mobile Software & Services,245187.0
81476,Healthcare Software,226825.0
81477,Biotechnology,249685.0
81478,Biotechnology,239956.0
81479,Medical Devices & Equipment,291641.0
81480,Biotechnology,260365.0
81481,Mobile Software & Services,181640.0
81482,Medical Devices & Equipment,296682.0
81483,Drug Discovery,246753.0
81484,Biotechnology,220660.0
81485,Drug Delivery,297564.0
81486,Biotechnology,225108.0
81487,Mobile Software & Services,234206.0
81488,Medical Devices & Equipment,238058.0
81489,Internet Software & Services,100774.0
81490,Biotechnology,100446.0
81491,Drug Development,281314.0
81492,Internet Software & Services,189356.0
81493,Disease Diagnosis,269344.0
81494,Medical Devices & Equipment,261987.0
81495,Healthcare Software,287100.0
81496,Healthcare Software,564289.0
81499,Medical Devices & Equipment,3648.0
81501,Medical Facilities & Services,100005.0
81503,Medical Facilities & Services,100015.0
81504,Drug Development,100018.0
81508,Medical Facilities & Services,100031.0
81509,Biotechnology,100034.0
81512,Medical Equipment & Supplies,100050.0
81514,Stealth Mode,184863.0
81515,Medical Devices & Equipment,184864.0
81517,Biotechnology,227890.0
81518,Biotechnology,228876.0
81520,Dental Products & Services,291047.0
81522,Biotechnology,184329.0
81523,Medical Equipment & Supplies,98291.0
81526,Drug Development,100060.0
81539,Healthcare Software,100099.0
81540,Healthcare Software,100100.0
81543,Drug Manufacturing,100108.0
81545,Biotechnology,100119.0
81546,Biotechnology,100121.0
81547,Mobile Software & Services,275575.0
81548,Medical Facilities & Services,100134.0
81549,Medical Facilities & Services,100135.0
81555,Medical Facilities & Services,100147.0
81556,Medical Devices & Equipment,100150.0
81557,Drug Development,100155.0
81567,Stealth Mode,100185.0
81570,Drug Manufacturing,100190.0
81572,Drug Development,100193.0
81577,Biotechnology,188930.0
81579,Medical Facilities & Services,521572.0
81580,Medical Equipment & Supplies,521757.0
81581,Drug Development,242291.0
81584,Drug Manufacturing,96228.0
81585,Medical Facilities & Services,99402.0
81586,Medical Facilities & Services,99706.0
81593,Biotechnology,100210.0
81595,Medical Facilities & Services,100220.0
81596,Medical Facilities & Services,100223.0
81597,Medical Facilities & Services,100226.0
81598,Medical Devices & Equipment,56268.0
81599,Medical Facilities & Services,100229.0
81600,Medical Facilities & Services,100231.0
81607,Medical Facilities & Services,100253.0
81608,Healthcare Software,7108.0
81610,Drug Manufacturing,99514.0
81617,Internet Software & Services,100105.0
81618,Internet Software & Services,100263.0
81624,Internet Software & Services,100268.0
81626,Medical Devices & Equipment,100300.0
81627,Medical Facilities & Services,100307.0
81636,Internet Software & Services,100310.0
81641,Biotechnology,100312.0
81642,Medical Equipment & Supplies,100313.0
81651,Healthcare Software,100329.0
81652,Internet Software & Services,83992.0
81653,Internet Software & Services,100336.0
81654,Mobile Software & Services,100340.0
81661,Mobile Software & Services,238324.0
81662,Biotechnology,255513.0
81666,Disease Diagnosis,256625.0
81667,Mobile Software & Services,164125.0
81669,Medical Devices & Equipment,256991.0
81670,Medical Devices & Equipment,164541.0
81673,Medical Facilities & Services,516789.0
81676,Biotechnology,100327.0
81680,Medical Equipment & Supplies,100358.0
81681,Health & Wellness (non-internet/mobile)…,100365.0
81682,Healthcare Plans,100374.0
81687,Drug Manufacturing,97440.0
81688,Drug Development,100375.0
81694,Medical Devices & Equipment,100376.0
81699,Pharmaceuticals / Drugs,100385.0
81704,Medical Facilities & Services,100431.0
81706,Internet Software & Services,246349.0
81707,Drug Manufacturing,246350.0
81709,Pharmaceuticals / Drugs,99336.0
81712,Medical Facilities & Services,100409.0
81724,Medical Facilities & Services,100437.0
81725,Healthcare Software,100442.0
81730,Medical Equipment & Supplies,100486.0
81733,Drug Development,115719.0
81734,Medical Facilities & Services,225274.0
81735,Internet Software & Services,329540.0
81738,Pharmaceuticals / Drugs,100460.0
81741,Biotechnology,100473.0
81742,Disease Diagnosis,100475.0
81743,Internet Software & Services,100477.0
81745,Medical Devices & Equipment,100479.0
81746,Mobile Software & Services,233102.0
81747,Internet Software & Services,257799.0
81755,Internet Software & Services,100498.0
81756,Pharmaceuticals / Drugs,100503.0
81757,Pharmaceuticals / Drugs,100506.0
81758,Medical Facilities & Services,100508.0
81759,Drug Development,100509.0
81784,Medical Devices & Equipment,100582.0
81786,Medical Information,101554.0
81787,Biotechnology,184086.0
81789,Biotechnology,339438.0
81790,Biotechnology,182844.0
81797,Medical Facilities & Services,100559.0
81798,Pharmaceuticals / Drugs,100560.0
81799,Medical Facilities & Services,100561.0
81800,Internet Software & Services,100562.0
81801,Medical Facilities & Services,100568.0
81802,Medical Facilities & Services,100577.0
81807,Medical Facilities & Services,100589.0
81809,Mobile Software & Services,100591.0
81813,Drug Development,100607.0
81815,Medical Equipment & Supplies,100609.0
81818,Drug Delivery,100621.0
81819,Medical Equipment & Supplies,100627.0
81820,Biotechnology,97287.0
81821,Medical Devices & Equipment,74176.0
81824,Drug Manufacturing,100639.0
81825,Drug Manufacturing,257108.0
81826,Biotechnology,339381.0
81829,Medical Devices & Equipment,100675.0
81832,Drug Development,100686.0
81836,Stealth Mode,100702.0
81837,Medical Equipment & Supplies,100715.0
81838,Drug Delivery,100716.0
81839,Stealth Mode,100719.0
81840,Biotechnology,101530.0
81841,Medical Devices & Equipment,101531.0
81843,Internet Software & Services,249426.0
81844,Internet Software & Services,158393.0
81849,Mobile Software & Services,100724.0
81854,Medical Facilities & Services,100749.0
81861,Medical Facilities & Services,100769.0
81866,Medical Facilities & Services,100779.0
81869,Medical Facilities & Services,100912.0
81879,Medical Equipment & Supplies,100777.0
81880,Medical Devices & Equipment,100778.0
81886,Biotechnology,100929.0
81887,Internet Software & Services,288561.0
81888,Mobile Software & Services,150073.0
81889,Mobile Software & Services,167613.0
81890,Medical Equipment & Supplies,541325.0
81893,Internet Software & Services,178304.0
81894,Internet Software & Services,183017.0
81895,Internet Software & Services,180740.0
81896,Internet Software & Services,151481.0
81897,Internet Software & Services,180085.0
81898,Internet Software & Services,165413.0
81899,Medical Facilities & Services,100852.0
81901,Mobile Software & Services,183921.0
81902,Healthcare Software,179183.0
81905,Internet Software & Services,234953.0
81906,Mobile Software & Services,173636.0
81907,Mobile Software & Services,234954.0
81908,Pharmaceuticals / Drugs,333949.0
81916,Healthcare Software,100874.0
81917,Health & Wellness (non-internet/mobile)…,100876.0
81918,Medical Devices & Equipment,100878.0
81924,Biotechnology,100885.0
81931,Biotechnology,100891.0
81932,Internet Software & Services,100897.0
81935,Drug Manufacturing,101924.0
81936,Healthcare Software,102041.0
81939,Healthcare Software,233103.0
81944,Pharmaceuticals / Drugs,515076.0
81953,Medical Devices & Equipment,88800.0
81957,Drug Manufacturing,100951.0
81971,Medical Devices & Equipment,100962.0
81974,Healthcare Software,100969.0
81976,Mobile Software & Services,100970.0
81979,Health & Wellness (non-internet/mobile)…,100971.0
81980,Medical Facilities & Services,100993.0
81983,Medical Facilities & Services,100995.0
81989,Health & Wellness (non-internet/mobile)…,101005.0
81990,Drug Development,101010.0
81993,Mobile Software & Services,101013.0
81997,Medical Equipment & Supplies,101019.0
81998,Medical Equipment & Supplies,101022.0
82000,Internet Software & Services,160411.0
82001,Dental Products & Services,407095.0
82006,Internet Software & Services,101041.0
82007,Internet Software & Services,101055.0
82008,Internet Software & Services,101057.0
82009,Internet Software & Services,101069.0
82011,Health & Wellness (non-internet/mobile)…,101079.0
82013,Drug Development,101086.0
82014,Biotechnology,101116.0
82019,Medical Devices & Equipment,393286.0
82022,Drug Development,21742.0
82023,Dental Products & Services,58061.0
82024,Mobile Software & Services,113374.0
82026,Alternative Medicine,187500.0
82027,Medical Facilities & Services,101102.0
82028,Biotechnology,101105.0
82029,Drug Manufacturing,101106.0
82030,Biotechnology,101110.0
82031,Pharmaceuticals / Drugs,101125.0
82033,Medical Devices & Equipment,101132.0
82034,Internet Software & Services,101135.0
82037,Internet Software & Services,99761.0
82049,Internet Software & Services,101139.0
82057,Medical Devices & Equipment,101144.0
82058,Medical Devices & Equipment,59166.0
82077,Mobile Software & Services,149848.0
82078,Drug Development,339724.0
82079,Mobile Software & Services,339792.0
82080,Medical Devices & Equipment,389023.0
82081,Healthcare Software,438946.0
82083,Health & Wellness (non-internet/mobile)…,267302.0
82084,Internet Software & Services,351977.0
82085,Healthcare Plans,101159.0
82087,Medical Facilities & Services,101169.0
82088,Medical Facilities & Services,101173.0
82093,Medical Facilities & Services,101185.0
82094,Medical Devices & Equipment,100784.0
82104,Medical Devices & Equipment,101196.0
82105,Medical Devices & Equipment,101203.0
82106,Medical Facilities & Services,101207.0
82109,Medical Devices & Equipment,413448.0
82110,Mobile Software & Services,162741.0
82118,Drug Manufacturing,101215.0
82119,Drug Manufacturing,101217.0
82123,Medical Facilities & Services,101256.0
82126,Medical Devices & Equipment,101274.0
82133,Medical Facilities & Services,101285.0
82141,Dental Products & Services,101290.0
82145,Healthcare Software,493676.0
82146,Medical Devices & Equipment,493500.0
82147,Disease Diagnosis,305932.0
82148,Drug Development,87371.0
82159,Biotechnology,101328.0
82169,Biotechnology,101355.0
82170,Medical Facilities & Services,101357.0
82171,Medical Devices & Equipment,101359.0
82173,Drug Manufacturing,348438.0
82177,Medical Devices & Equipment,101366.0
82179,Biotechnology,101374.0
82184,Drug Development,101384.0
82189,Drug Delivery,101399.0
82193,Internet Software & Services,101400.0
82194,Mobile Software & Services,346676.0
82196,Medical Devices & Equipment,247248.0
82197,Mobile Software & Services,348062.0
82199,Medical Facilities & Services,530924.0
82200,Healthcare Software,545363.0
82204,Medical Devices & Equipment,394363.0
82214,Internet Software & Services,228220.0
82215,Medical Facilities & Services,240738.0
82216,Medical Devices & Equipment,479937.0
82219,Biotechnology,101411.0
82220,Medical Equipment & Supplies,101415.0
82222,Healthcare Software,101426.0
82223,Elective & Aesthetic Medicine,101428.0
82224,Medical Devices & Equipment,101440.0
82225,Drug Delivery,101450.0
82227,Drug Development,101458.0
82228,Stealth Mode,101472.0
82229,Drug Development,93531.0
82231,Healthcare Software,101476.0
82232,Medical Equipment & Supplies,524367.0
82238,Medical Facilities & Services,101508.0
82240,Biotechnology,101516.0
82242,Medical Devices & Equipment,101518.0
82243,Healthcare Plans,101525.0
82244,Mobile Software & Services,101528.0
82245,Medical Equipment & Supplies,101536.0
82246,Dental Products & Services,101546.0
82248,Pharmaceuticals / Drugs,101551.0
82250,Biotechnology,101558.0
82265,Medical Equipment & Supplies,101568.0
82266,Healthcare Plans,101571.0
82268,Medical Facilities & Services,101576.0
82270,Medical Equipment & Supplies,101581.0
82275,Internet Software & Services,101606.0
82277,Pharmaceutical Distribution & Wholesale…,318200.0
82279,Medical Devices & Equipment,533426.0
82291,Pharmaceuticals / Drugs,101610.0
82292,Drug Development,101625.0
82293,Medical Devices & Equipment,101626.0
82294,Medical Devices & Equipment,101641.0
82295,Medical Facilities & Services,101642.0
82296,Healthcare Software,101648.0
82297,Medical Facilities & Services,101658.0
82298,Medical Facilities & Services,101659.0
82306,Drug Development,101674.0
82320,Healthcare Software,101692.0
82321,Medical Devices & Equipment,101360.0
82323,Pharmaceuticals / Drugs,95199.0
82324,Healthcare Software,101721.0
82331,Medical Facilities & Services,101729.0
82332,Medical Facilities & Services,101730.0
82334,Medical Information,101736.0
82336,Mobile Software & Services,101741.0
82337,Medical Facilities & Services,101755.0
82338,Mobile Software & Services,224574.0
82341,Internet Software & Services,372244.0
82344,Medical Facilities & Services,538296.0
82345,Drug Development,101740.0
82346,Internet Software & Services,101760.0
82348,Medical Devices & Equipment,101769.0
82350,Drug Development,101774.0
82352,Medical Devices & Equipment,101778.0
82358,Mobile Software & Services,386595.0
82360,Medical Facilities & Services,101810.0
82361,Dental Products & Services,101811.0
82362,Healthcare Software,101812.0
82363,Dental Products & Services,101813.0
82364,Dental Products & Services,101814.0
82365,Medical Equipment & Supplies,101828.0
82368,Drug Delivery,101841.0
82379,Pharmaceuticals / Drugs,86810.0
82384,Medical Devices & Equipment,101854.0
82388,Drug Discovery,238588.0
82389,Medical Devices & Equipment,306218.0
82391,Pharmaceuticals / Drugs,101884.0
82392,Drug Delivery,101886.0
82393,Pharmaceuticals / Drugs,101887.0
82394,Drug Manufacturing,101889.0
82395,Drug Development,101898.0
82396,Medical Devices & Equipment,101915.0
82402,Mobile Software & Services,101925.0
82403,Medical Equipment & Supplies,101927.0
82415,Dental Products & Services,101959.0
82416,Medical Facilities & Services,101969.0
82419,Medical Facilities & Services,101980.0
82422,Medical Equipment & Supplies,101990.0
82433,Medical Devices & Equipment,101998.0
82444,Drug Manufacturing,102010.0
82446,Medical Equipment & Supplies,102016.0
82447,Internet Software & Services,102140.0
82449,Mobile Software & Services,287489.0
82450,Biotechnology,450616.0
82453,Medical Facilities & Services,102028.0
82460,Medical Facilities & Services,102046.0
82463,Drug Manufacturing,98725.0
82468,Biotechnology,102056.0
82473,Medical Facilities & Services,102060.0
82479,Internet Software & Services,102069.0
82486,Healthcare Software,102073.0
82487,Biotechnology,234502.0
82495,Mobile Software & Services,102093.0
82506,Mobile Software & Services,102105.0
82513,Medical Facilities & Services,102111.0
82515,Drug Manufacturing,102118.0
82520,Internet Software & Services,114569.0
82521,Medical Facilities & Services,228508.0
82522,Internet Software & Services,114008.0
82523,Drug Development,338989.0
82526,Medical Facilities & Services,102124.0
82527,Pharmaceutical Distribution & Wholesale…,102126.0
82530,Drug Manufacturing,102230.0
82531,Medical Equipment & Supplies,543827.0
82535,Pharmaceuticals / Drugs,102152.0
82536,Drug Development,102170.0
82538,Stealth Mode,102178.0
82546,Biotechnology,102189.0
82552,Biotechnology,102686.0
82553,Biotechnology,102971.0
82554,Mobile Software & Services,102229.0
82557,Biotechnology,102238.0
82559,Internet Software & Services,102247.0
82562,Biotechnology,102265.0
82576,Disease Diagnosis,102269.0
82577,Medical Equipment & Supplies,102270.0
82578,Healthcare Software,102274.0
82579,Mobile Software & Services,102276.0
82585,Health & Wellness (non-internet/mobile)…,102283.0
82586,Medical Devices & Equipment,102288.0
82588,Biotechnology,102545.0
82589,Mobile Software & Services,188124.0
82604,Drug Manufacturing,102354.0
82606,Health & Wellness (non-internet/mobile)…,102357.0
82607,Medical Devices & Equipment,102358.0
82610,Medical Facilities & Services,102365.0
82619,Biotechnology,102374.0
82623,Medical Devices & Equipment,102383.0
82624,Medical Devices & Equipment,102396.0
82625,Mobile Software & Services,102399.0
82642,Biotechnology,102407.0
82645,Medical Facilities & Services,102435.0
82646,Medical Facilities & Services,102436.0
82647,Medical Devices & Equipment,102566.0
82648,Medical Devices & Equipment,228653.0
82651,Pharmaceuticals / Drugs,102457.0
82653,Internet Software & Services,102463.0
82654,Medical Facilities & Services,102464.0
82655,Mobile Software & Services,102472.0
82657,Medical Facilities & Services,102488.0
82663,Medical Equipment & Supplies,102491.0
82667,Medical Facilities & Services,102494.0
82675,Mobile Software & Services,102498.0
82677,Medical Facilities & Services,102509.0
82678,Drug Discovery,102514.0
82679,Medical Devices & Equipment,377926.0
82680,Medical Equipment & Supplies,102552.0
82682,Medical Devices & Equipment,102558.0
82685,Biotechnology,100636.0
82686,Medical Devices & Equipment,102563.0
82691,Medical Devices & Equipment,102581.0
82692,Medical Facilities & Services,102582.0
82694,Healthcare Software,102583.0
82696,Medical Devices & Equipment,102594.0
82700,Medical Devices & Equipment,102612.0
82701,Biotechnology,115832.0
82702,Mobile Software & Services,242875.0
82704,Healthcare Software,496868.0
82705,Biotechnology,652249.0
82709,Biotechnology,101710.0
82718,Medical Devices & Equipment,102638.0
82719,Pharmaceuticals / Drugs,102652.0
82721,Medical Facilities & Services,102666.0
82722,Medical Devices & Equipment,102668.0
82723,Mobile Software & Services,102669.0
82738,Internet Software & Services,102670.0
82759,Drug Manufacturing,102703.0
82762,Drug Manufacturing,102714.0
82763,Internet Software & Services,102724.0
82768,Mobile Software & Services,102735.0
82770,Biotechnology,361086.0
82771,Medical Devices & Equipment,414372.0
82775,Medical Devices & Equipment,84352.0
82776,Biotechnology,102774.0
82778,Internet Software & Services,98630.0
82779,Medical Facilities & Services,102862.0
82781,Pharmaceutical Distribution & Wholesale…,319764.0
82783,Biotechnology,509534.0
82784,Medical Devices & Equipment,519221.0
82785,Medical Facilities & Services,520767.0
82794,Medical Devices & Equipment,184854.0
82813,Drug Development,220697.0
82814,Health & Wellness (non-internet/mobile)…,234676.0
82815,Internet Software & Services,251936.0
82816,Internet Software & Services,225026.0
82820,Biotechnology,237438.0
82821,Medical Devices & Equipment,358814.0
82824,Biotechnology,224622.0
82825,Mobile Software & Services,274215.0
82826,Biotechnology,495480.0
82827,Medical Facilities & Services,525476.0
82828,Pharmaceuticals / Drugs,545960.0
82831,Healthcare Software,246240.0
82836,Healthcare Software,102801.0
82837,Pharmaceuticals / Drugs,102802.0
82838,Drug Development,102819.0
82842,Healthcare Software,102833.0
82843,Biotechnology,91876.0
82845,Healthcare Plans,102841.0
82857,Mobile Software & Services,420668.0
82861,Pharmaceuticals / Drugs,102867.0
82862,Pharmaceuticals / Drugs,102868.0
82863,Medical Devices & Equipment,102873.0
82864,Medical Facilities & Services,102878.0
82865,Medical Devices & Equipment,102883.0
82866,Internet Software & Services,102887.0
82867,Medical Facilities & Services,102893.0
82868,Medical Facilities & Services,102894.0
82869,Medical Facilities & Services,102905.0
82881,Medical Facilities & Services,102604.0
82889,Medical Facilities & Services,102932.0
82890,Biotechnology,189229.0
82891,Internet Software & Services,102937.0
82895,Biotechnology,102961.0
82897,Healthcare Software,102962.0
82899,Medical Facilities & Services,102970.0
82904,Biotechnology,102978.0
82908,Healthcare Software,102980.0
82909,Healthcare Software,102982.0
82919,Drug Development,23550.0
82920,Biotechnology,242715.0
82921,Medical Devices & Equipment,266087.0
82932,Medical Facilities & Services,103014.0
82933,Healthcare Software,103017.0
82934,Medical Facilities & Services,103018.0
82935,Drug Discovery,103022.0
82936,Mobile Software & Services,100982.0
82939,Drug Manufacturing,103033.0
82941,Dental Products & Services,101330.0
82943,Medical Equipment & Supplies,103042.0
82946,Medical Facilities & Services,103043.0
82947,Medical Facilities & Services,103061.0
82950,Drug Development,103065.0
82951,Biotechnology,103073.0
82954,Biotechnology,103075.0
82955,Medical Facilities & Services,103077.0
82964,Mobile Software & Services,103088.0
82966,Biotechnology,101705.0
82968,Mobile Software & Services,103102.0
82975,Mobile Software & Services,103116.0
82983,Medical Facilities & Services,103132.0
82985,Mobile Software & Services,103142.0
82986,Medical Facilities & Services,103153.0
83001,Disease Diagnosis,103167.0
83003,Medical Facilities & Services,103184.0
83004,Drug Development,103185.0
83005,Medical Devices & Equipment,103188.0
83006,Medical Devices & Equipment,227894.0
83007,Drug Manufacturing,508525.0
83009,Drug Manufacturing,103200.0
83031,Medical Devices & Equipment,56936.0
83036,Mobile Software & Services,107323.0
83037,Mobile Software & Services,122603.0
83038,Biotechnology,266294.0
83040,Mobile Software & Services,279386.0
83041,Internet Software & Services,290275.0
83042,Medical Equipment & Supplies,527248.0
83051,Internet Software & Services,103266.0
83053,Medical Devices & Equipment,103272.0
83058,Pharmaceuticals / Drugs,103273.0
83061,Pharmaceuticals / Drugs,103274.0
83062,Biotechnology,102382.0
83063,Drug Development,74829.0
83068,Mobile Software & Services,249235.0
83069,Drug Development,348931.0
83070,Medical Facilities & Services,103317.0
83071,Drug Discovery,103320.0
83075,Medical Equipment & Supplies,103327.0
83079,Medical Facilities & Services,103332.0
83083,Medical Facilities & Services,103349.0
83086,Drug Manufacturing,103370.0
83087,Internet Software & Services,103371.0
83092,Medical Devices & Equipment,655671.0
83096,Health & Wellness (non-internet/mobile)…,243385.0
83097,Pharmaceuticals / Drugs,103379.0
83098,Medical Facilities & Services,103385.0
83103,Biotechnology,103408.0
83106,Biotechnology,103417.0
83109,Healthcare Software,498056.0
83116,Stealth Mode,103455.0
83117,Medical Devices & Equipment,103458.0
83135,Biotechnology,103493.0
83137,Medical Facilities & Services,245218.0
83139,Medical Facilities & Services,231022.0
