,industry,index_x,target_founded,target_status,alive
39620,Biotechnology,6906.0,2005.0,IPO / Went public,0
39632,Drug Delivery,546362.0,2005.0,Alive / Active,1
39634,Medical Devices & Equipment,54201.0,2001.0,Alive / Active,1
39638,Pharmaceuticals / Drugs,23955.0,2003.0,Alive / Active,1
39696,Medical Devices & Equipment,45783.0,2005.0,Acquired,0
39723,Pharmaceuticals / Drugs,16720.0,2005.0,Acquired,0
39725,Drug Development,85120.0,2005.0,IPO / Went public,0
39749,Medical Facilities & Services,528776.0,2004.0,Acquired,0
39753,Drug Discovery,232711.0,2002.0,Alive / Active,1
39757,Medical Devices & Equipment,516808.0,2003.0,Acquired,0
39769,Medical Devices & Equipment,528458.0,2005.0,Alive / Active,1
39770,Medical Equipment & Supplies,528153.0,2005.0,Alive / Active,1
39773,Biotechnology,17934.0,2004.0,IPO / Went public,0
39776,Internet Software & Services,14246.0,2002.0,Acquired,0
39809,Drug Discovery,11214.0,2005.0,Dead / Inactive,0
39815,Medical Facilities & Services,38630.0,2000.0,Acquired,0
39839,Pharmaceutical Distribution & Wholesale…,14985.0,2000.0,Acquired,0
39844,Pharmaceuticals / Drugs,9412.0,2005.0,Acquired,0
39845,Medical Facilities & Services,38211.0,2003.0,Acquired,0
39847,Medical Devices & Equipment,1655.0,2002.0,Alive / Active,1
39853,Drug Discovery,13028.0,2005.0,Acquired,0
39861,Biotechnology,12539.0,2005.0,Alive / Active,1
39867,Pharmaceuticals / Drugs,37282.0,2002.0,Alive / Active,1
39875,Medical Devices & Equipment,14622.0,2003.0,Alive / Active,1
39891,Pharmaceuticals / Drugs,829.0,2005.0,Alive / Active,1
39938,Medical Devices & Equipment,11012.0,2004.0,Dead / Inactive,0
39940,Medical Devices & Equipment,19141.0,2003.0,Acquired,0
39956,Biotechnology,6762.0,2003.0,Acquired,0
39974,Medical Devices & Equipment,493883.0,2002.0,Acquired,0
40005,Medical Devices & Equipment,4927.0,2004.0,Acquired,0
40006,Medical Devices & Equipment,4627.0,2005.0,Alive / Active,1
40008,Medical Devices & Equipment,1109.0,2005.0,Alive / Active,1
40010,Healthcare Software,545874.0,2001.0,Alive / Active,1
40012,Drug Discovery,21396.0,2005.0,Alive / Active,1
40034,Drug Development,525620.0,2003.0,Dead / Inactive,0
40059,Biotechnology,536223.0,2001.0,Alive / Active,1
40065,Medical Devices & Equipment,532269.0,2005.0,Alive / Active,1
40068,Medical Facilities & Services,536906.0,2005.0,Alive / Active,1
40097,Biotechnology,3926.0,2004.0,Acquired,0
40136,Medical Devices & Equipment,16710.0,2005.0,Acquired,0
40148,Pharmaceuticals / Drugs,28668.0,2002.0,Alive / Active,1
40153,Medical Devices & Equipment,21077.0,2004.0,Acquired,0
40155,Biotechnology,531352.0,2005.0,Acquired,0
40160,Biotechnology,16184.0,2003.0,Alive / Active,1
40163,Medical Devices & Equipment,19503.0,2001.0,Dead / Inactive,0
40179,Medical Devices & Equipment,15935.0,2003.0,Dead / Inactive,0
40187,Medical Devices & Equipment,14608.0,2004.0,Alive / Active,1
40197,Medical Facilities & Services,492456.0,2005.0,IPO / Went public,0
40219,Medical Devices & Equipment,16620.0,2004.0,Acquired,0
40265,Pharmaceuticals / Drugs,6677.0,2002.0,IPO / Went public,0
40271,Medical Devices & Equipment,46370.0,2002.0,Alive / Active,1
40278,Biotechnology,22022.0,2003.0,Alive / Active,1
40283,Drug Discovery,15954.0,2004.0,Alive / Active,1
40306,Medical Devices & Equipment,17699.0,2004.0,Acquired,0
40317,Elective & Aesthetic Medicine,494032.0,2004.0,Alive / Active,1
40336,Medical Devices & Equipment,85571.0,2005.0,Alive / Active,1
40349,Healthcare Software,529427.0,2002.0,Alive / Active,1
40416,Medical Devices & Equipment,51987.0,2001.0,Alive / Active,1
40427,Biotechnology,85848.0,2006.0,IPO / Went public,0
40453,Medical Devices & Equipment,42703.0,2005.0,Alive / Active,1
40454,Drug Development,21737.0,2005.0,Acquired,0
40464,Medical Devices & Equipment,11256.0,2003.0,Acquired,0
40473,Biotechnology,36988.0,2002.0,IPO / Went public,0
40474,Medical Devices & Equipment,20329.0,2004.0,Acquired,0
40491,Pharmaceutical Distribution & Wholesale…,523.0,2004.0,IPO / Went public,0
40493,Medical Devices & Equipment,10704.0,2006.0,Acquired,0
40525,Mobile Software & Services,22454.0,2004.0,Alive / Active,1
40536,Medical Devices & Equipment,49739.0,2003.0,Acquired,0
40539,Medical Devices & Equipment,6885.0,2003.0,Alive / Active,1
40551,Biotechnology,516974.0,2003.0,Acquired,0
40571,Healthcare Software,530179.0,2000.0,Alive / Active,1
40578,Medical Equipment & Supplies,504171.0,2001.0,Alive / Active,1
40584,Pharmaceuticals / Drugs,20445.0,2004.0,Alive / Active,1
40591,Medical Facilities & Services,80954.0,2005.0,Acquired,0
40601,Biotechnology,42792.0,2002.0,Alive / Active,1
40606,Biotechnology,1721.0,2005.0,Acquired,0
40608,Medical Devices & Equipment,14768.0,2001.0,Alive / Active,1
40637,Medical Facilities & Services,36397.0,2004.0,Alive / Active,1
40641,Drug Development,526181.0,2005.0,Alive / Active,1
40694,Elective & Aesthetic Medicine,818.0,2005.0,Acquired,0
40697,Pharmaceuticals / Drugs,41271.0,2003.0,Alive / Active,1
40702,Biotechnology,81763.0,2000.0,IPO / Went public,0
40703,Medical Facilities & Services,40418.0,2002.0,Alive / Active,1
40709,Drug Delivery,495152.0,2004.0,Alive / Active,1
40711,Pharmaceuticals / Drugs,24357.0,2005.0,Alive / Active,1
40719,Medical Devices & Equipment,1901.0,2002.0,Alive / Active,1
40726,Biotechnology,225878.0,2006.0,IPO / Went public,0
40806,Drug Development,20913.0,2003.0,Merged,0
40831,Medical Devices & Equipment,4830.0,2003.0,Acquired,0
40832,Disease Diagnosis,14704.0,2004.0,Alive / Active,1
40833,Medical Facilities & Services,546398.0,2002.0,Dead / Inactive,0
40842,Medical Devices & Equipment,11270.0,2002.0,Alive / Active,1
40848,Internet Software & Services,53176.0,2005.0,Alive / Active,1
40849,Drug Development,3869.0,2003.0,Assets Purchased,0
40868,Medical Devices & Equipment,41891.0,2003.0,Alive / Active,1
40870,Medical Facilities & Services,39680.0,2000.0,Acquired,0
40874,Medical Devices & Equipment,7180.0,2002.0,IPO / Went public,0
40911,Pharmaceuticals / Drugs,19790.0,2002.0,Alive / Active,1
41019,Drug Development,4295.0,2004.0,Dead / Inactive,0
41040,Pharmaceuticals / Drugs,9197.0,2005.0,Dead / Inactive,0
41120,Drug Manufacturing,28763.0,2009.0,Alive / Active,1
41121,Healthcare Software,19714.0,2003.0,Alive / Active,1
41148,Drug Development,6748.0,2006.0,Acquired,0
41194,Elective & Aesthetic Medicine,2157.0,2006.0,Acquired,0
41199,Medical Devices & Equipment,24710.0,2005.0,Alive / Active,1
41220,Biotechnology,27697.0,2002.0,Acquired,0
41262,Biotechnology,540193.0,2005.0,Alive / Active,1
41312,Medical Information,20469.0,2004.0,Alive / Active,1
41348,Medical Equipment & Supplies,523800.0,2000.0,Dead / Inactive,0
41474,Pharmaceuticals / Drugs,380.0,2005.0,IPO / Went public,0
41522,Medical Facilities & Services,45534.0,2006.0,Alive / Active,1
41524,Medical Devices & Equipment,24006.0,2005.0,Alive / Active,1
41588,Biotechnology,502801.0,2006.0,Dead / Inactive,0
41683,Medical Equipment & Supplies,454.0,2004.0,Dead / Inactive,0
41731,Medical Devices & Equipment,14053.0,2006.0,Dead / Inactive,0
41744,Biotechnology,8621.0,2004.0,Alive / Active,1
41748,Medical Devices & Equipment,18430.0,2004.0,Alive / Active,1
41764,Pharmaceuticals / Drugs,18831.0,2004.0,Alive / Active,1
41779,Biotechnology,26938.0,2003.0,IPO / Went public,0
41829,Medical Devices & Equipment,9226.0,2006.0,Acquired,0
41851,Internet Software & Services,19694.0,2005.0,Alive / Active,1
41854,Biotechnology,38557.0,2003.0,Alive / Active,1
41859,Pharmaceuticals / Drugs,39795.0,2002.0,Alive / Active,1
41865,Biotechnology,16003.0,2003.0,IPO / Went public,0
41903,Medical Equipment & Supplies,16688.0,2005.0,Acquired,0
41907,Medical Devices & Equipment,11199.0,2008.0,Acquired,0
41940,Biotechnology,24182.0,2003.0,IPO / Went public,0
41955,Drug Development,40137.0,2005.0,Alive / Active,1
41971,Biotechnology,511227.0,2000.0,Dead / Inactive,0
41977,Medical Devices & Equipment,12468.0,2006.0,IPO / Went public,0
41981,Disease Diagnosis,523542.0,2005.0,Alive / Active,1
42007,Medical Equipment & Supplies,540688.0,2001.0,Alive / Active,1
42029,Biotechnology,14963.0,2003.0,IPO / Went public,0
42113,Drug Development,527025.0,2005.0,Alive / Active,1
42127,Medical Facilities & Services,39241.0,2001.0,Alive / Active,1
42130,Medical Devices & Equipment,18137.0,2005.0,Acquired,0
42160,Drug Development,25966.0,2005.0,Alive / Active,1
42164,Internet Software & Services,23764.0,2000.0,Acquired,0
42170,Biotechnology,35735.0,2002.0,IPO / Went public,0
42180,Disease Diagnosis,14417.0,2002.0,Acquired,0
42184,Medical Product Distribution,46041.0,2003.0,Alive / Active,1
42194,Biotechnology,495877.0,2003.0,Dead / Inactive,0
42195,Biotechnology,501453.0,2006.0,Acquired,0
42203,Pharmaceuticals / Drugs,10879.0,2003.0,Alive / Active,1
42223,Medical Devices & Equipment,14917.0,2006.0,Alive / Active,1
42232,Medical Facilities & Services,25692.0,2004.0,Alive / Active,1
42234,Pharmaceuticals / Drugs,24582.0,2001.0,Acquired,0
42299,Medical Facilities & Services,38423.0,2002.0,Alive / Active,1
42301,Medical Devices & Equipment,11242.0,2003.0,Alive / Active,1
42341,Medical Devices & Equipment,41224.0,2000.0,Alive / Active,1
42351,Internet Software & Services,40936.0,2000.0,Acquired,0
42394,Medical Devices & Equipment,47323.0,2004.0,Alive / Active,1
42397,Healthcare Software,245376.0,2010.0,Alive / Active,1
42403,Medical Devices & Equipment,11334.0,2005.0,Alive / Active,1
42419,Drug Discovery,1282.0,2004.0,Acquired,0
42435,Medical Devices & Equipment,17683.0,2003.0,Acquired,0
42474,Drug Development,16630.0,2006.0,IPO / Went public,0
42478,Pharmaceuticals / Drugs,37418.0,2005.0,Acquired,0
42497,Pharmaceuticals / Drugs,18587.0,2006.0,Acquired,0
42512,Internet Software & Services,54660.0,2006.0,Alive / Active,1
42534,Medical Devices & Equipment,19708.0,2004.0,Acquired,0
42544,Biotechnology,4844.0,2004.0,IPO / Went public,0
42553,Medical Facilities & Services,6737.0,2000.0,Alive / Active,1
42604,Medical Devices & Equipment,508216.0,2005.0,Alive / Active,1
42609,Medical Facilities & Services,21592.0,2002.0,Alive / Active,1
42622,Medical Devices & Equipment,10974.0,2006.0,Alive / Active,1
42624,Biotechnology,528652.0,2004.0,Dead / Inactive,0
42634,Medical Devices & Equipment,19142.0,2005.0,Acquired,0
42638,Medical Devices & Equipment,19956.0,2006.0,Alive / Active,1
42652,Medical Devices & Equipment,512111.0,2005.0,Dead / Inactive,0
42658,Medical Devices & Equipment,47620.0,2004.0,Alive / Active,1
42659,Medical Devices & Equipment,21141.0,2006.0,Acquired,0
42668,Biotechnology,495166.0,2006.0,Acquired,0
42673,Medical Devices & Equipment,502250.0,2002.0,Dead / Inactive,0
42685,Medical Devices & Equipment,516527.0,2002.0,Acquired,0
42705,Pharmaceuticals / Drugs,539043.0,2001.0,Alive / Active,1
42710,Dental Products & Services,544807.0,2000.0,IPO / Went public,0
42714,Medical Devices & Equipment,18958.0,2001.0,IPO / Went public,0
42716,Medical Devices & Equipment,18214.0,2004.0,IPO / Went public,0
42725,Pharmaceuticals / Drugs,9227.0,2004.0,IPO / Went public,0
42727,Medical Devices & Equipment,15934.0,2003.0,Dead / Inactive,0
42731,Biotechnology,17979.0,2005.0,Alive / Active,1
42739,Medical Devices & Equipment,15945.0,2006.0,Acquired,0
42742,Biotechnology,18037.0,2002.0,Alive / Active,1
42746,Drug Development,7155.0,2005.0,IPO / Went public,0
42780,Drug Development,19633.0,2005.0,Acquired,0
42781,Medical Devices & Equipment,20941.0,2004.0,Alive / Active,1
42790,Internet Software & Services,675.0,2002.0,Acquired,0
42805,Drug Development,6636.0,2005.0,Alive / Active,1
42822,Pharmaceuticals / Drugs,502518.0,2006.0,Alive / Active,1
42829,Medical Devices & Equipment,2275.0,2006.0,Dead / Inactive,0
42832,Medical Devices & Equipment,26167.0,2006.0,Alive / Active,1
42833,Pharmaceuticals / Drugs,5814.0,2006.0,IPO / Went public,0
42838,Medical Devices & Equipment,8882.0,2004.0,Alive / Active,1
42848,Medical Devices & Equipment,43848.0,2002.0,Alive / Active,1
42857,Medical Devices & Equipment,497406.0,2006.0,Dead / Inactive,0
42866,Medical Devices & Equipment,3838.0,2003.0,Dead / Inactive,0
42877,Pharmaceuticals / Drugs,11168.0,2006.0,Alive / Active,1
42886,Biotechnology,504211.0,2004.0,Acquired,0
42898,Pharmaceuticals / Drugs,15165.0,2005.0,Dead / Inactive,0
42915,Medical Facilities & Services,11226.0,2003.0,Alive / Active,1
42977,Biotechnology,459.0,2003.0,Acquired,0
43006,Medical Facilities & Services,502560.0,2003.0,Acquired,0
43071,Biotechnology,9244.0,2004.0,Acquired,0
43084,Pharmaceuticals / Drugs,42629.0,2006.0,Acquired,0
43098,Medical Devices & Equipment,11247.0,2004.0,Alive / Active,1
43102,Drug Development,42003.0,2004.0,Alive / Active,1
43106,Medical Devices & Equipment,39111.0,2006.0,Alive / Active,1
43139,Medical Devices & Equipment,14010.0,2006.0,Acquired,0
43153,Disease Diagnosis,4034.0,2003.0,Alive / Active,1
43161,Drug Development,27822.0,2002.0,Acquired,0
43199,Drug Development,17999.0,2005.0,Alive / Active,1
43200,Pharmaceuticals / Drugs,6149.0,2006.0,IPO / Went public,0
43215,Medical Devices & Equipment,11329.0,2005.0,Acquired,0
43222,Medical Devices & Equipment,22656.0,2007.0,Alive / Active,1
43239,Medical Devices & Equipment,25021.0,2004.0,Dead / Inactive,0
43240,Biotechnology,20583.0,2005.0,Alive / Active,1
43253,Biotechnology,17868.0,2006.0,Alive / Active,1
43258,Medical Devices & Equipment,14753.0,2004.0,Acquired,0
43262,Pharmaceuticals / Drugs,11103.0,2000.0,Acquired,0
43308,Medical Devices & Equipment,19392.0,2005.0,Dead / Inactive,0
43310,Medical Devices & Equipment,44998.0,2005.0,Alive / Active,1
43335,Drug Development,18625.0,2003.0,Dead / Inactive,0
43337,Medical Devices & Equipment,14288.0,2006.0,Acquired,0
43339,Biotechnology,8669.0,2003.0,Acquired,0
43341,Pharmaceuticals / Drugs,20125.0,2002.0,Alive / Active,1
43361,Medical Devices & Equipment,18956.0,2006.0,Acquired,0
43365,Drug Discovery,1053.0,2004.0,Alive / Active,1
43378,Medical Devices & Equipment,75639.0,2008.0,Alive / Active,1
43435,Medical Devices & Equipment,247160.0,2005.0,Alive / Active,1
43468,Drug Delivery,11127.0,2000.0,Alive / Active,1
43470,Biotechnology,18755.0,2005.0,Acquired,0
43471,Biotechnology,9336.0,2006.0,Dead / Inactive,0
43482,Internet Software & Services,13269.0,2002.0,Dead / Inactive,0
43486,Biotechnology,495290.0,2005.0,Dead / Inactive,0
43507,Medical Facilities & Services,544164.0,2004.0,Alive / Active,1
43512,Biotechnology,17894.0,2006.0,Acquired,0
43537,Drug Development,17911.0,2000.0,Alive / Active,1
43544,Medical Devices & Equipment,18713.0,2005.0,Acquired,0
43552,Healthcare Software,8185.0,2003.0,Acquired,0
43566,Medical Facilities & Services,18837.0,2006.0,Dead / Inactive,0
43574,Medical Devices & Equipment,18513.0,2006.0,Dead / Inactive,0
43591,Drug Development,18155.0,2001.0,IPO / Went public,0
43607,Internet Software & Services,4434.0,2000.0,Alive / Active,1
43608,Medical Devices & Equipment,13224.0,2006.0,Dead / Inactive,0
43655,Medical Devices & Equipment,13983.0,2005.0,Alive / Active,1
43665,Medical Devices & Equipment,9756.0,2004.0,Acquired,0
43666,Biotechnology,4444.0,2005.0,IPO / Went public,0
43679,Pharmaceuticals / Drugs,11061.0,2004.0,IPO / Went public,0
43688,Biotechnology,21570.0,2001.0,Acquired,0
43706,Medical Devices & Equipment,20985.0,2002.0,Acquired,0
43730,Medical Devices & Equipment,6011.0,2005.0,Acquired,0
43758,Drug Development,494931.0,2006.0,Alive / Active,1
43777,Medical Devices & Equipment,531395.0,2006.0,Acquired,0
43783,Medical Devices & Equipment,18215.0,2006.0,Alive / Active,1
43790,Medical Facilities & Services,21248.0,2006.0,Alive / Active,1
43791,Biotechnology,43074.0,2000.0,Alive / Active,1
43819,Medical Facilities & Services,18604.0,2006.0,Acquired,0
43842,Biotechnology,17897.0,2005.0,Alive / Active,1
43853,Biotechnology,39126.0,2002.0,Alive / Active,1
43865,Medical Devices & Equipment,15281.0,2005.0,Acquired,0
43872,Pharmaceuticals / Drugs,16909.0,2002.0,Alive / Active,1
43874,Healthcare Software,11021.0,2006.0,Alive / Active,1
43876,Pharmaceuticals / Drugs,44330.0,2003.0,Acquired,0
43888,Biotechnology,21769.0,2001.0,Alive / Active,1
43889,Mobile Software & Services,16633.0,2000.0,Alive / Active,1
43895,Internet Software & Services,19628.0,2007.0,Alive / Active,1
43916,Pharmaceuticals / Drugs,12753.0,2005.0,Alive / Active,1
43921,Internet Software & Services,2497.0,2006.0,Merged,0
43923,Medical Devices & Equipment,21253.0,2006.0,Alive / Active,1
43956,Drug Discovery,414.0,2003.0,Acquired,0
43957,Medical Devices & Equipment,14403.0,2004.0,Alive / Active,1
43977,Biotechnology,37262.0,2005.0,Alive / Active,1
43978,Biotechnology,17860.0,2006.0,IPO / Went public,0
44006,Medical Devices & Equipment,518840.0,2006.0,Dead / Inactive,0
44013,Medical Devices & Equipment,25320.0,2005.0,Alive / Active,1
44018,Mobile Software & Services,10546.0,2004.0,Alive / Active,1
44030,Medical Devices & Equipment,51280.0,2006.0,Alive / Active,1
44043,Biotechnology,12708.0,2005.0,IPO / Went public,0
44075,Biotechnology,532453.0,2006.0,Alive / Active,1
44126,Medical Equipment & Supplies,518942.0,2006.0,Alive / Active,1
44141,Pharmaceuticals / Drugs,1596.0,2004.0,Acquired,0
44142,Internet Software & Services,11227.0,2004.0,Alive / Active,1
44155,Medical Devices & Equipment,2081.0,2001.0,Acquired,0
44159,Medical Devices & Equipment,8300.0,2001.0,Acquired,0
44167,Medical Facilities & Services,20135.0,2005.0,Alive / Active,1
44169,Medical Devices & Equipment,11191.0,2006.0,Dead / Inactive,0
44187,Drug Delivery,6174.0,2003.0,Acquired,0
44190,Medical Devices & Equipment,12575.0,2003.0,Acquired,0
44215,Medical Devices & Equipment,5568.0,2002.0,Alive / Active,1
44217,Medical Devices & Equipment,1734.0,2005.0,Acquired,0
44223,Medical Facilities & Services,541005.0,2006.0,Alive / Active,1
44231,Pharmaceuticals / Drugs,36431.0,2001.0,Alive / Active,1
44253,Medical Devices & Equipment,12813.0,2006.0,Acquired,0
44265,Medical Devices & Equipment,1116.0,2004.0,Acquired,0
44294,Pharmaceuticals / Drugs,54712.0,2006.0,Alive / Active,1
44304,Medical Devices & Equipment,18759.0,2004.0,Alive / Active,1
44306,Medical Facilities & Services,529561.0,2003.0,Dead / Inactive,0
44372,Medical Equipment & Supplies,535262.0,2004.0,Alive / Active,1
44410,Pharmaceuticals / Drugs,13012.0,2006.0,Alive / Active,1
44411,Medical Equipment & Supplies,11145.0,2005.0,Alive / Active,1
44425,Pharmaceuticals / Drugs,14363.0,2006.0,Alive / Active,1
44430,Drug Development,16402.0,2006.0,Alive / Active,1
44434,Biotechnology,527.0,2005.0,Acquired,0
44447,Pharmaceuticals / Drugs,36949.0,2003.0,Alive / Active,1
44460,Internet Software & Services,13432.0,2005.0,IPO / Went public,0
44482,Medical Devices & Equipment,184.0,2006.0,IPO / Went public,0
44514,Medical Devices & Equipment,6065.0,2003.0,Alive / Active,1
44563,Medical Devices & Equipment,23528.0,2003.0,Alive / Active,1
44585,Drug Discovery,15701.0,2006.0,Alive / Active,1
44658,Pharmaceuticals / Drugs,542423.0,2001.0,Alive / Active,1
44663,Disease Diagnosis,206.0,2006.0,Dead / Inactive,0
44716,Biotechnology,14335.0,2006.0,Alive / Active,1
44717,Biotechnology,12467.0,2006.0,Alive / Active,1
44735,Drug Development,2106.0,2004.0,Dead / Inactive,0
44759,Pharmaceuticals / Drugs,507005.0,2004.0,Acquired,0
44787,Biotechnology,12591.0,2006.0,Acquired,0
44813,Internet Software & Services,26638.0,2006.0,Alive / Active,1
44848,Medical Devices & Equipment,56981.0,2006.0,Alive / Active,1
44862,Pharmaceuticals / Drugs,17971.0,2005.0,Acquired,0
44869,Drug Development,904.0,2006.0,Acquired,0
44876,Biotechnology,12890.0,2006.0,Acquired,0
44883,Medical Devices & Equipment,23982.0,2004.0,Alive / Active,1
44891,Medical Devices & Equipment,16646.0,2001.0,IPO / Went public,0
44914,Medical Equipment & Supplies,41122.0,2003.0,Alive / Active,1
44927,Pharmaceuticals / Drugs,22928.0,2005.0,Alive / Active,1
44948,Medical Devices & Equipment,15976.0,2002.0,Acquired,0
44959,Drug Development,20367.0,2002.0,IPO / Went public,0
44962,Healthcare Software,742.0,2005.0,Acquired,0
44970,Medical Devices & Equipment,1189.0,2004.0,Acquired,0
44975,Drug Discovery,18797.0,2002.0,Alive / Active,1
44993,Medical Devices & Equipment,3853.0,2004.0,Alive / Active,1
45000,Pharmaceuticals / Drugs,11002.0,2005.0,Alive / Active,1
45013,Medical Devices & Equipment,14136.0,2006.0,Alive / Active,1
45072,Drug Development,28652.0,2006.0,Acquired,0
45086,Biotechnology,36997.0,2002.0,Alive / Active,1
45139,Biotechnology,8225.0,2006.0,Assets Purchased,0
45154,Medical Devices & Equipment,42747.0,2007.0,Alive / Active,1
45173,Biotechnology,11077.0,2004.0,Alive / Active,1
45175,Pharmaceuticals / Drugs,18032.0,2000.0,Alive / Active,1
45182,Pharmaceuticals / Drugs,13986.0,2001.0,Alive / Active,1
45188,Drug Manufacturing,13068.0,2002.0,Acquired,0
45189,Medical Facilities & Services,43699.0,2001.0,Alive / Active,1
45206,Drug Development,10975.0,2005.0,Alive / Active,1
45235,Medical Devices & Equipment,21169.0,2000.0,Alive / Active,1
45304,Medical Facilities & Services,18891.0,2001.0,Alive / Active,1
45316,Biotechnology,16598.0,2004.0,Acquired,0
45350,Drug Development,6676.0,2006.0,Alive / Active,1
45394,Medical Devices & Equipment,20584.0,2004.0,Acquired,0
45396,Medical Devices & Equipment,14782.0,2005.0,Alive / Active,1
45399,Biotechnology,524278.0,2000.0,Alive / Active,1
45427,Medical Devices & Equipment,5901.0,2007.0,Acquired,0
45445,Biotechnology,8325.0,2005.0,Alive / Active,1
45452,Internet Software & Services,7064.0,2006.0,Alive / Active,1
45497,Medical Devices & Equipment,14943.0,2004.0,Alive / Active,1
45516,Medical Devices & Equipment,529587.0,2001.0,Alive / Active,1
45518,Disease Diagnosis,534610.0,2002.0,Acquired,0
45564,Medical Equipment & Supplies,519156.0,2007.0,Alive / Active,1
45610,Medical Devices & Equipment,24852.0,2004.0,Dead / Inactive,0
45632,Medical Facilities & Services,20085.0,2002.0,Acquired,0
45651,Medical Devices & Equipment,9037.0,2004.0,Acquired,0
45661,Internet Software & Services,28465.0,2006.0,IPO / Went public,0
45666,Medical Devices & Equipment,42682.0,2005.0,Acquired,0
45675,Medical Devices & Equipment,18197.0,2007.0,Acquired,0
45685,Medical Devices & Equipment,11246.0,2002.0,Alive / Active,1
45688,Biotechnology,12542.0,2006.0,Acquired,0
45711,Medical Devices & Equipment,18827.0,2006.0,Alive / Active,1
45720,Pharmaceuticals / Drugs,19169.0,2006.0,Alive / Active,1
45728,Pharmaceuticals / Drugs,37408.0,2000.0,Alive / Active,1
45738,Medical Devices & Equipment,20641.0,2003.0,Alive / Active,1
45756,Pharmaceuticals / Drugs,17880.0,2005.0,Alive / Active,1
45757,Drug Development,313.0,2000.0,Alive / Active,1
45761,Medical Devices & Equipment,3982.0,2004.0,Acquired,0
45780,Medical Devices & Equipment,24574.0,2003.0,Alive / Active,1
45783,Medical Devices & Equipment,20266.0,2003.0,Alive / Active,1
45830,Medical Devices & Equipment,3587.0,2005.0,Alive / Active,1
45849,Drug Development,11108.0,2005.0,Acquired,0
45946,Drug Development,1731.0,2005.0,Alive / Active,1
45952,Biotechnology,7138.0,2001.0,Acquired,0
45959,Medical Devices & Equipment,45827.0,2005.0,Alive / Active,1
45973,Medical Devices & Equipment,518029.0,2007.0,Alive / Active,1
45976,Medical Facilities & Services,20204.0,2005.0,Dead / Inactive,0
45979,Medical Devices & Equipment,2865.0,2001.0,Acquired,0
45987,Biotechnology,9219.0,2005.0,Acquired,0
46001,Drug Development,20454.0,2004.0,Acquired,0
46047,Biotechnology,26257.0,2005.0,Alive / Active,1
46050,Medical Devices & Equipment,6653.0,2007.0,Dead / Inactive,0
46055,Biotechnology,17877.0,2000.0,IPO / Went public,0
46067,Drug Development,1658.0,2005.0,IPO / Went public,0
46088,Pharmaceuticals / Drugs,17712.0,2005.0,Alive / Active,1
46127,Drug Development,10896.0,2002.0,Acquired,0
46176,Medical Devices & Equipment,20817.0,2002.0,Alive / Active,1
46188,Drug Development,43076.0,2004.0,Acquired,0
46226,Medical Devices & Equipment,44851.0,2000.0,Acquired,0
46236,Medical Facilities & Services,25571.0,2007.0,Dead / Inactive,0
46242,Medical Devices & Equipment,21526.0,2000.0,Acquired,0
46262,Pharmaceuticals / Drugs,20405.0,2003.0,Alive / Active,1
46292,Pharmaceuticals / Drugs,366.0,2000.0,Acquired,0
46307,Drug Manufacturing,16128.0,2006.0,Acquired,0
46321,Biotechnology,40527.0,2001.0,Alive / Active,1
46323,Pharmaceuticals / Drugs,19924.0,2006.0,Alive / Active,1
46342,Medical Devices & Equipment,3856.0,2003.0,Acquired,0
46351,Medical Devices & Equipment,20668.0,2005.0,Alive / Active,1
46356,Drug Delivery,18417.0,2001.0,Alive / Active,1
46358,Biotechnology,15972.0,2005.0,IPO / Went public,0
46409,Medical Devices & Equipment,53450.0,2006.0,Alive / Active,1
46459,Biotechnology,17416.0,2005.0,Alive / Active,1
46461,Medical Facilities & Services,19311.0,2001.0,Alive / Active,1
46479,Drug Development,6940.0,2007.0,IPO / Went public,0
46504,Health & Wellness (non-internet/mobile)…,9269.0,2004.0,Alive / Active,1
46527,Biotechnology,6997.0,2002.0,Acquired,0
46530,Medical Devices & Equipment,27296.0,2004.0,Acquired,0
46548,Pharmaceuticals / Drugs,14964.0,2004.0,Acquired,0
46566,Medical Devices & Equipment,29.0,2006.0,Dead / Inactive,0
46596,Drug Delivery,9245.0,2004.0,Alive / Active,1
46629,Biotechnology,18487.0,2008.0,IPO / Went public,0
46634,Medical Devices & Equipment,11288.0,2002.0,Alive / Active,1
46646,Pharmaceuticals / Drugs,16007.0,2006.0,Alive / Active,1
46649,Medical Devices & Equipment,23792.0,2000.0,Alive / Active,1
46650,Biotechnology,17899.0,2002.0,Acquired,0
46659,Disease Diagnosis,1941.0,2006.0,IPO / Went public,0
46683,Pharmaceuticals / Drugs,26219.0,2006.0,Alive / Active,1
46700,Drug Discovery,17929.0,2001.0,Alive / Active,1
46702,Medical Devices & Equipment,15936.0,2005.0,Alive / Active,1
46716,Pharmaceuticals / Drugs,16786.0,2000.0,Dead / Inactive,0
46726,Medical Devices & Equipment,53113.0,2002.0,Acquired,0
46790,Biotechnology,23634.0,2006.0,Alive / Active,1
46804,Medical Equipment & Supplies,509882.0,2006.0,Dead / Inactive,0
46809,Medical Devices & Equipment,50262.0,2007.0,IPO / Went public,0
46812,Biotechnology,94834.0,2001.0,Alive / Active,1
46821,Medical Devices & Equipment,57834.0,2006.0,Alive / Active,1
46834,Drug Discovery,46628.0,2007.0,Alive / Active,1
46837,Internet Software & Services,51315.0,2004.0,Alive / Active,1
