industry,date_y,index_x_x,size_real_x,target_founded_x,index_x_y,size_real_y,target_founded_y
Medical Devices & Equipment,2010,36499.26210826211,12504874.714906069,2004.3988603988605,82959.85804060087,14050490.646160906,2.621734865807186
Medical Devices & Equipment,2011,35664.333333333336,16242022.120303005,2004.9086021505377,73593.90169282547,17698238.768297344,2.6059732984206154
Medical Devices & Equipment,2012,45662.62534059946,13914100.421572326,2005.2479564032697,88908.99445630074,16646733.960524376,2.591009730801678
Medical Devices & Equipment,2013,42729.23174603174,20113749.07161605,2005.2904761904763,59220.242141711955,113806681.48184872,2.731737410520261
Medical Devices & Equipment,2014,54019.145454545454,19844690.748019982,2005.4495867768594,78614.57185696327,33677261.3532233,2.7924070406407955
Medical Devices & Equipment,2015,66485.68349514563,22862476.309195988,2005.9300970873787,92114.21031603489,31948397.72409013,2.6271122667582283
Medical Devices & Equipment,2016,105980.46972860125,22275040.837218758,2006.3966597077244,119583.45816262568,81051676.68302342,2.9146271769493644
Medical Devices & Equipment,2017,102242.51025056948,22225592.247432567,2006.5717539863326,108828.80018928165,45442528.0998663,2.8322545956517864
Medical Devices & Equipment,2018,105954.96915167096,37741378.63275568,2006.1336760925449,112743.42712667146,50105372.767880544,3.001309354809509
Medical Devices & Equipment,2019,149152.7097791798,26847765.042684738,2006.583596214511,139427.14284947774,36342050.97110781,2.9029855323439895
Medical Devices & Equipment,2020,136985.2772073922,26231034.34084228,2006.7289527720739,145159.38828424684,36831716.20326865,2.9828804283826234
Medical Equipment & Supplies,2000,236290.42857142858,5967955.225837464,2001.2857142857142,273577.00412367575,3726210.967817384,1.6035674514745324
Medical Equipment & Supplies,2001,512858.4,5481900.404060819,2000.6,15064.993687353477,9329122.15759782,0.5477225575051375
Medical Equipment & Supplies,2002,315925.4736842105,16160588.961612757,2001.4736842105262,259151.2392699523,12988784.676871069,1.2635233389495213
Medical Equipment & Supplies,2003,385489.1666666667,17306412.87027445,2001.5,228530.75222378934,17680107.891399615,1.285369173834211
Medical Equipment & Supplies,2004,452478.5294117647,6134040.9184245095,2002.0588235294117,189880.84598652838,6319459.6792206215,1.5163987736217914
Medical Equipment & Supplies,2005,348433.46341463417,9498598.526028225,2003.3658536585365,242222.09463311743,10081402.23145597,1.6696720869825499
Medical Equipment & Supplies,2006,297908.32,4088237.048201157,2004.24,259569.64569194784,4543580.681217151,1.6653327995728635
Medical Equipment & Supplies,2007,241572.7441860465,11384225.800665304,2002.9767441860465,236571.84340713933,15032030.04153676,2.4831659140723192
Medical Equipment & Supplies,2008,69694.44444444444,24444853.963992704,2004.888888888889,161914.19937231904,20360011.61266034,1.6047315659302093
Medical Equipment & Supplies,2009,60379.05882352941,7290573.529949248,2003.764705882353,102485.34188450477,6930846.1436763145,2.969204686542851
Medical Equipment & Supplies,2010,33672.875,11316207.881730666,2005.5,55353.21311104412,14157834.691933434,1.6733200530681775
Medical Equipment & Supplies,2011,59621.6,14750012.259171078,2003.4285714285713,83540.28778527795,14468584.750166891,2.983145934054485
Medical Equipment & Supplies,2012,64680.25,7058667.443044898,2005.3,91758.12302540161,5403871.241206638,3.32613257323527
Medical Equipment & Supplies,2013,20319.04,10886039.560631566,2004.48,24968.978272181394,26075830.913991775,2.2196095752781773
Medical Equipment & Supplies,2014,89994.61538461539,6897927.149947898,2006.3076923076924,83444.16760079605,5617429.865210219,2.7502913598567944
Medical Equipment & Supplies,2015,110979.57142857143,43913722.44293404,2006.357142857143,123824.83117987796,115087193.22686863,2.9510661139309056
Medical Equipment & Supplies,2016,171421.66666666666,4591042.872481286,2007.111111111111,80567.26622363452,4608570.226228719,1.6914819275153685
Medical Equipment & Supplies,2017,73611.90476190476,16206438.329785608,2006.7142857142858,74988.33239171594,17160390.17432433,1.978455385973004
Medical Equipment & Supplies,2018,225159.1,6219513.734997521,2007.8,117733.43797131062,6792520.331580336,1.3984117975602075
Medical Equipment & Supplies,2019,196939.0,27161277.630006354,2007.5384615384614,148069.25684174505,30279535.114359338,1.560736183952077
Medical Equipment & Supplies,2020,374070.9166666667,48654021.87789626,2006.0833333333333,180850.04456101113,52150951.65339282,1.378954368902441
Medical Facilities & Services,2000,127561.54545454546,7413054.885381761,2000.3636363636363,203381.8743346435,9440219.210474819,0.8090398349558627
Medical Facilities & Services,2001,305069.48387096776,4814306.5344835,2000.4516129032259,246969.6987225857,5456211.086095671,0.5058794110205678
Medical Facilities & Services,2002,233176.77142857143,15293740.175444322,2001.4142857142858,253056.1497025805,20633063.64810117,1.7569147624178187
Medical Facilities & Services,2003,219715.23684210525,24463495.861755718,2001.1315789473683,236151.4351596649,60158031.88544067,1.0441873248007392
Medical Facilities & Services,2004,165297.43333333332,19152316.759266395,2001.3166666666666,225944.36312848757,20222883.112020526,1.478566262326487
Medical Facilities & Services,2005,186222.95918367346,13485081.794308305,2002.591836734694,238300.58970009908,13911977.255477948,1.6572865290757157
Medical Facilities & Services,2006,93111.05882352941,32021481.33230672,2002.8039215686274,177046.98830032797,73232459.10305241,2.1262136096182247
Medical Facilities & Services,2007,62254.943396226416,15578490.69264712,2003.5471698113208,133907.7367231769,13242469.493569382,2.492805322213424
Medical Facilities & Services,2008,79530.03846153847,14165838.657185046,2004.3461538461538,146223.24556334555,16874432.008459635,2.8276111145956095
Medical Facilities & Services,2009,108550.8,25422045.61439225,2003.95,182318.95053832134,67462720.87424427,2.7730386924353794
Medical Facilities & Services,2010,147664.61403508772,33852334.50449064,2005.9122807017543,207297.005971828,77311002.26042217,2.0290805602043753
Medical Facilities & Services,2011,56016.28301886792,21071055.348740846,2004.9245283018868,92124.6321018387,38790957.859973356,2.479524276672208
Medical Facilities & Services,2012,119958.1875,10517953.829745913,2005.65625,137214.9371814368,19381190.290682808,3.597574227528986
Medical Facilities & Services,2013,59723.42028985507,21543053.84413129,2005.8985507246377,48255.150137638695,40571646.202413835,3.556869606567585
Medical Facilities & Services,2014,133027.62,68176178.11151442,2007.1,95980.00388280078,115325968.8934079,2.8589280137413984
Medical Facilities & Services,2015,157373.7415730337,29176680.546756793,2006.9550561797753,127701.22619032285,46942177.419464566,2.8837716479052435
Medical Facilities & Services,2016,183911.89361702127,40272394.36526864,2007.3617021276596,107834.35199601972,35744818.34566484,3.1306724650234963
Medical Facilities & Services,2017,220801.72093023255,36049297.95449899,2007.1162790697674,102026.19007679811,37331435.55192864,3.4031449203402624
Medical Facilities & Services,2018,217965.40277777778,47895797.67972319,2005.4444444444443,136093.93342376058,95962048.0732684,3.8743973230153417
Medical Facilities & Services,2019,285240.7910447761,75962783.22530028,2004.8358208955224,158624.77067524436,170392512.38457674,3.6992915575879524
Medical Facilities & Services,2020,308263.30555555556,40227922.13571954,2005.5740740740741,191349.84591997284,58384376.9928278,3.5943977793688124
Medical Information,2005,34863.0,8580375.782881003,2000.0,,,
Medical Information,2006,20469.0,1372058.087130696,2004.0,,,
Medical Information,2007,14180.0,3143553.707156174,2006.0,,,
Medical Information,2008,11489.0,3069826.9830097537,2005.3333333333333,7776.908125984259,3571210.6278272616,1.154700538379268
Medical Information,2009,33260.0,587031.8727001449,2003.5,37138.66236147985,596823.9694707573,3.5355339059327378
Medical Information,2010,16667.846153846152,1997840.7164113163,2005.076923076923,19439.65665783115,847061.7494000114,1.8912755158683208
Medical Information,2011,11773.727272727272,12345052.55143038,2005.5454545454545,15835.978839913301,3873337.1758915996,1.5075567228888112
Medical Information,2012,34695.916666666664,13353914.096619777,2006.3333333333333,95944.93375933579,4220468.342525592,1.1547005383792635
Medical Information,2013,59521.0,3548012.551849758,2001.0,,,
Medical Information,2014,9500.047619047618,21328088.102032896,2005.7619047619048,11461.240030974792,13455192.47738356,1.0910894511799536
Medical Information,2015,6999.0,17286266.460857753,2006.0,0.0,0.0,0.0
Medical Information,2020,459300.0,3435239.1875130436,2007.0,16952.17797216629,2589387.749335029,1.4142135623730951
Medical Product Distribution,2002,45949.0,9867036.011080332,2000.0,0.0,0.0,0.0
Medical Product Distribution,2004,33331.0,804162.219850587,2002.0,,,
Medical Product Distribution,2005,33331.0,919938.0165289256,2002.0,,,
Medical Product Distribution,2006,46041.0,27223050.173869845,2003.0,,,
Medical Product Distribution,2007,33331.0,134685.4308704906,2002.0,,,
Medical Product Distribution,2008,25598.5,30037968.45161159,2001.0,10935.406371049958,39985460.419698544,1.4142135623730951
Medical Product Distribution,2009,33331.0,1785930.443689185,2002.0,,,
Medical Product Distribution,2010,33331.0,567682.1716490407,2002.0,,,
Medical Product Distribution,2011,33331.0,3423578.6035262146,2002.0,,,
Medical Product Distribution,2019,319898.5,67555925.56540518,2008.875,38731.06683271195,22027487.96966068,3.1819805153394563
Medical Product Distribution,2020,257878.0,3038959.879543143,2001.5,317557.41279019136,1001238.8595209958,0.7071067811865476
Mobile Software & Services,2003,36174.0,16301153.638814017,2003.0,0.0,8017536.222620366,0.0
Mobile Software & Services,2006,22325.875,12320752.074596902,2002.1875,10229.483472622978,4663298.943108574,1.7969882210707033
Mobile Software & Services,2007,33125.11111111111,9088443.589963706,2003.2222222222222,6049.95133130103,6390849.092193994,0.4409585518441047
Mobile Software & Services,2008,13158.0,15968328.038770184,2004.5,10183.257789136049,10591207.852214988,0.5477225575051454
Mobile Software & Services,2009,40257.07692307692,8328050.925499073,2003.5384615384614,78858.1120826741,5887325.260908475,2.9612887007568944
Mobile Software & Services,2010,51441.07142857143,13252318.72651519,2006.6785714285713,19717.84217201859,17235313.743484538,3.2094025223185856
Mobile Software & Services,2011,52735.64102564102,5881587.064518399,2007.5641025641025,21942.483079857928,6093736.2172907805,1.95737299507158
Mobile Software & Services,2012,84205.75,5789793.329029599,2008.375,49500.38541769145,7100135.623680735,2.467091093076759
Mobile Software & Services,2013,78276.47727272728,8283707.359895737,2007.840909090909,33169.47571956933,11108404.141664919,2.803180766584268
Mobile Software & Services,2014,91336.18987341772,17765192.50240322,2007.139240506329,66017.15229394514,25275229.415226568,3.2055007897690553
Mobile Software & Services,2015,115440.13333333333,100331877.56373349,2007.9333333333334,78696.9297008813,167897983.300899,2.733628956666801
Mobile Software & Services,2016,109544.2972972973,12409508.978015412,2008.2702702702702,69194.02298242596,9403768.381733062,2.2192171874165396
Mobile Software & Services,2017,96152.97674418605,23295761.111192018,2008.1860465116279,72796.42806434954,39261516.0644409,2.575117324682594
Mobile Software & Services,2018,162869.77777777778,77250678.42671543,2009.138888888889,98486.91159891279,168611933.48919013,1.8996658018531147
Mobile Software & Services,2019,175291.36363636365,17561819.01635021,2009.1363636363637,76398.01103902257,14143051.688227333,1.8072724659646457
Mobile Software & Services,2020,196971.8552631579,52253523.96821596,2008.2894736842106,170172.1078907041,81006643.32186358,2.3597502097958456
Pharmaceutical Distribution & Wholesale…,2001,1264.0,2469859.1549295774,2001.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2003,25757.0,11665938.864628822,2001.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2004,1264.0,71364743.25039703,2001.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2005,10718.0,16908574.81473447,2000.0,7390.6607958964,5450681.959567672,0.0
Pharmaceutical Distribution & Wholesale…,2006,1076.6666666666667,15245839.38783265,2002.6666666666667,958.9787971239684,7951927.731977143,2.309401076758536
Pharmaceutical Distribution & Wholesale…,2007,7754.0,39439543.594138704,2002.0,7921.163626639713,14731032.055988474,2.190890230020685
Pharmaceutical Distribution & Wholesale…,2008,2184.0,25673700.386042506,2000.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2009,6451.0,20636850.12592228,2000.0,7390.6607958964,21315742.79866727,0.0
Pharmaceutical Distribution & Wholesale…,2010,14985.0,8699517.399034798,2000.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2013,523.0,7096025.103699516,2004.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2014,523.0,5770121.72008592,2004.0,,,
Pharmaceutical Distribution & Wholesale…,2015,523.0,40019859.61694971,2004.0,0.0,50028256.60201485,0.0
Pharmaceutical Distribution & Wholesale…,2017,2184.0,7864781.524734287,2000.0,,,
Pharmaceutical Distribution & Wholesale…,2018,34755.0,65408104.39833695,2004.0,0.0,0.0,0.0
Pharmaceutical Distribution & Wholesale…,2019,371416.0,16596781.857092826,2003.75,16369.492967101944,21472188.467768922,3.5
Pharmaceutical Distribution & Wholesale…,2020,471300.6666666667,12674783.75616143,2006.5,224054.57730264444,8919159.283084892,2.810693864511033
Pharmaceuticals / Drugs,2000,192773.4,5726149.006222731,2000.0,239775.13036360592,4793878.200148469,0.0
Pharmaceuticals / Drugs,2001,153318.21126760563,17516050.475239996,2000.4084507042253,218169.9636073356,22026870.57695187,0.49504587922258003
Pharmaceuticals / Drugs,2002,78858.67391304347,31936114.623456687,2000.7608695652175,171759.5066881616,24270698.272356335,0.7467080165102811
Pharmaceuticals / Drugs,2003,54850.66467065868,35575207.47938025,2000.994011976048,141777.47726982346,23750901.193171058,1.0556617634885728
Pharmaceuticals / Drugs,2004,44208.63636363636,39310699.40291266,2001.813852813853,118429.77232471823,30064750.548284043,1.4431181080889113
Pharmaceuticals / Drugs,2005,47105.19724770642,33829153.57575521,2002.0825688073394,126285.3567256694,28539134.497243974,1.781256432075564
Pharmaceuticals / Drugs,2006,38805.752321981425,35102150.31810617,2002.7956656346748,111733.91946617582,23892241.725207794,1.9910622745208668
Pharmaceuticals / Drugs,2007,21860.24342105263,39597627.63579216,2003.0065789473683,66446.27814125513,43656289.605591156,2.071324604572921
Pharmaceuticals / Drugs,2008,20207.77981651376,33568836.69616533,2004.151376146789,59663.478565235295,30739285.6311377,2.4211097230488137
Pharmaceuticals / Drugs,2009,14443.320675105486,25749254.091551356,2003.548523206751,25499.832800351553,21780535.836197246,2.38701641932177
Pharmaceuticals / Drugs,2010,28514.320388349515,19771549.417754006,2004.3446601941748,80412.87650033312,21697912.12357616,2.3169882956151633
Pharmaceuticals / Drugs,2011,21354.203539823007,31770369.01387317,2004.1238938053098,46247.711072927574,63969882.036720246,2.284000028782613
Pharmaceuticals / Drugs,2012,24698.349206349205,23996500.235754646,2005.0714285714287,26665.06968370942,23363726.90418199,3.0520250888315754
Pharmaceuticals / Drugs,2013,29249.25,19102567.00156028,2005.0,34091.59805365091,25840335.894669052,2.3434003976548086
Pharmaceuticals / Drugs,2014,28449.51111111111,31560356.756070547,2004.3,59573.89945990968,27421928.942840815,2.834181410859763
Pharmaceuticals / Drugs,2015,77936.025,23902283.246112626,2005.375,89682.99024512425,61041661.23591671,2.4251619031335845
Pharmaceuticals / Drugs,2016,108043.55555555556,43512484.41215515,2005.3333333333333,109472.72423018936,39760176.408616774,1.9402850002906822
Pharmaceuticals / Drugs,2017,183635.75,15054165.771137465,2005.7,189243.6576210054,26436621.441488177,2.7164217950129066
Pharmaceuticals / Drugs,2018,131527.56756756757,53253674.9320327,2004.5135135135135,150604.92477865916,62207009.16072229,3.1057439761908787
Pharmaceuticals / Drugs,2019,208161.21875,39873189.475312725,2007.5,162302.64302793663,66980194.54769812,2.627399057328745
Pharmaceuticals / Drugs,2020,195860.04,44814429.01821752,2005.5066666666667,203282.0224712749,76743816.70362833,3.318145580002479
Stealth Mode,2001,525199.0,4633596.392333709,2001.0,0.0,0.0,0.0
Stealth Mode,2002,534189.0,120572.05720572056,2001.0,0.0,0.0,0.0
Stealth Mode,2003,522522.0,571732.0865816466,2002.5,7777.9999999999945,648471.7109863658,1.0000000000000189
Stealth Mode,2012,63812.0,360776.3274549907,2010.0,,,
Stealth Mode,2016,63812.0,136942.3700859222,2010.0,,,
