node,index,country,continent,industry,bipartite,id,eigen_max,eigen_min,pages_max,pages_min,degcen_max,degcen_min,bet_max,bet_min,avg_max,avg_min,newman_max,newman_min,vote_min,vote_max,sub_max,sub_min,clo_max,clo_min,num
D-Sense,506098.0,United Kingdom,Europe,Medical Equipment & Supplies,1,9865,4.9899999999999996e-33,3.9e-33,0.00039159300000000003,0.000271757,0.000995355,0.00066357,1.1e-07,0.0,3.0,3.0,1.1e-07,0.0,794.0,1050.0,4.248218608,3.0185860339999997,0.000995355,0.000746516,3
iLIANT,518463.0,United States,North America,Healthcare Software,1,9866,1.47e-05,2.03e-07,0.000360215,0.000234435,0.0019788920000000003,0.0009894460000000002,0.001805878,0.0,5.833333333,5.833333333,0.001805878,0.0,612.0,1481.0,3.2e+22,6.16e+18,0.201933482,0.165400811,5
Crystal Research,505689.0,Sweden,Europe,Drug Development,1,9867,0.021387912999999998,0.021387912999999998,0.000931247,0.000931247,0.024341447000000002,0.024341447000000002,0.003958525,0.003958525,91.4109589,91.4109589,0.0041879,0.0041879,201.0,201.0,5.47e+37,5.47e+37,0.37314031,0.37314031,1
LuKa OptoScope,524160.0,Denmark,Europe,Medical Devices & Equipment,1,9869,,,,,,,,,,,,,,,,,,,1
Amicogen,339304.0,South Korea,Asia,Biotechnology,1,9881,5.8099999999999996e-05,5.8099999999999996e-05,4.52e-05,4.52e-05,0.000187547,0.000187547,0.0,0.0,13.0,13.0,0.0,0.0,,,1.45e+16,1.45e+16,0.175872224,0.175872224,1
Angenix,495640.0,United Kingdom,Europe,Medical Devices & Equipment,1,9885,5.71e-06,5.71e-06,8.55e-05,8.55e-05,0.000333444,0.000333444,0.0,0.0,5.0,5.0,0.0,0.0,,,3.89e+30,3.89e+30,0.217866593,0.217866593,1
Celtic Catalysts,503229.0,United Kingdom,Europe,Biotechnology,1,9886,,,,,,,,,,,,,,,,,,,1
Design Medical,506875.0,United States,North America,Medical Devices & Equipment,1,9887,6.55e-05,6.55e-05,0.000288241,0.000288241,0.00281591,0.00281591,0.0,0.0,14.375,14.375,0.0,0.0,1627.0,1627.0,2.24e+31,2.24e+31,0.244934695,0.244934695,1
H-Phar,515575.0,Belgium,Europe,Pharmaceuticals / Drugs,1,9888,0.000388161,0.000388161,0.0005439280000000001,0.0005439280000000001,0.006687785999999999,0.006687785999999999,0.00176005,0.00176005,16.26315789,16.26315789,0.001855831,0.001855831,217.0,217.0,7.87e+32,7.87e+32,0.275589166,0.275589166,1
Imperial Medical Devices,519007.0,United Kingdom,Europe,,1,9889,0.012918836999999999,0.000203777,0.000421185,7.32e-05,0.010948905,0.00066357,0.000510359,0.0,107.6363636,107.6363636,0.000485765,0.0,881.0,1135.0,1.86e+35,4.63e+31,0.32857004100000003,0.243595565,3
NHB,528265.0,United States,North America,Medical Facilities & Services,1,9890,0.002345662,2.64e-05,0.000529056,0.00011622600000000001,0.008294625,0.00066357,0.001998181,0.0,38.56,38.56,0.002140303,0.0,303.0,845.0,6.13e+33,7.76e+29,0.30603373100000003,0.23024250100000002,3
PhotoBioChem,533018.0,Netherlands,Europe,Disease Diagnosis,1,9891,5.979999999999999e-07,5.979999999999999e-07,0.00012114299999999999,0.00012114299999999999,0.000333444,0.000333444,0.0,0.0,2.0,2.0,0.0,0.0,,,4.26e+28,4.26e+28,0.19677113300000001,0.19677113300000001,1
Poalis,533548.0,Denmark,Europe,Biotechnology,1,9892,0.01302425,0.000178236,0.00127754,0.000116175,0.020778364,0.000659631,0.007910911999999999,0.0,37.85714286,37.85714286,0.008209791,0.0,61.0,1355.0,2.53e+28,4.73e+24,0.32026507,0.237157741,3
ZGene,551271.0,Denmark,Europe,Biotechnology,1,9895,0.005990846,9.65e-05,0.0005665119999999999,0.000121101,0.006523765,0.0006213109999999999,0.002159955,0.0,38.28571429,38.28571429,0.002196852,0.0,330.0,1392.0,9.02e+22,2.34e+19,0.279462614,0.21292940600000002,3
Abzena,20414.0,United Kingdom,Europe,Drug Development,1,9896,0.00042351300000000004,4.74e-06,0.000424261,0.000174699,0.00563182,0.001055966,0.002028284,0.0,23.6875,23.6875,0.002068266,0.0,423.0,1416.0,9.36e+32,1.17e+29,0.27729339399999997,0.21374999600000003,4
GPB Scientific,186389.0,United States,North America,Biotechnology,1,9898,4.62e-37,4.62e-37,0.000351865,0.000351865,0.00035198900000000003,0.00035198900000000003,0.0,0.0,1.0,1.0,0.0,0.0,1284.0,1284.0,1.543080635,1.543080635,0.00035198900000000003,0.00035198900000000003,2
VaxInnate Corporation,1804.0,United States,North America,Pharmaceuticals / Drugs,1,9899,,,,,,,,,,,,,,,,,,,1
LineaGen Research,19815.0,United States,North America,Medical Devices & Equipment,1,9900,0.037752602999999996,0.000577879,0.002533349,9.590000000000001e-05,0.060301508,0.001076813,0.015481072,0.0,98.9,98.9,0.014901781999999999,0.0,26.0,969.0,1.69e+34,3.96e+30,0.396795642,0.283330983,4
TauRx Therapeutics,87175.0,Singapore,Asia,Drug Discovery,1,9903,0.00955968,0.000174315,0.0007973889999999999,0.000293421,0.008089888,0.0017977529999999998,0.006724031,0.0,41.77777778,41.77777778,0.006656181999999999,0.0,198.0,1120.0,1.2e+21,3.99e+17,0.311660935,0.233932638,5
Amynon Biotech,495370.0,Austria,Europe,Medical Equipment & Supplies,1,9909,5.16e-05,5.46e-07,0.000413334,8.92e-05,0.003001,0.000333444,0.000677656,0.0,13.0,13.0,0.000744393,0.0,745.0,745.0,3.18e+32,3.55e+28,0.2443011,0.193719967,2
iLIANT Corporation,43948.0,United States,North America,Medical Facilities & Services,1,9911,0.023065544,0.012761992,0.003962866,0.000583846,0.063890883,0.012921752,0.059339175,0.0021315870000000003,97.72222222,97.72222222,0.057069412,0.002121066,14.0,514.0,6.32e+33,1.94e+33,0.39092974,0.35342742200000005,2
Cranium Telemetrics,505610.0,Germany,Europe,Medical Devices & Equipment,1,9913,0.002995345,3.28e-05,0.00038302,6.829999999999999e-05,0.007391763000000001,0.00035198900000000003,0.0009131160000000001,0.0,65.28571429,65.28571429,0.000957237,0.0,707.0,707.0,4.68e+34,5.6e+30,0.315094857,0.235486245,2
Proteaxis,534872.0,France,Europe,Medical Facilities & Services,1,9914,0.026402082,0.000487639,0.0012793560000000002,7.01e-05,0.034678226,0.0006668889999999999,0.003667268,0.0,98.76923077,98.76923077,0.0036577840000000003,0.0,123.0,244.0,8.32e+37,2.8400000000000004e+34,0.371239496,0.277477474,3
Sirenade,541919.0,Germany,Europe,Drug Development,1,9915,0.000643637,1.0300000000000001e-05,0.000494918,0.000211452,0.0032278890000000003,0.0012911560000000001,0.0016052279999999998,0.0,17.85714286,17.85714286,0.001626684,0.0,343.0,1552.0,2.51e+23,6.43e+19,0.246341982,0.19536944,6
PhaseBio Pharmaceuticals,20367.0,United States,North America,Drug Development,1,9921,0.028275086,0.028275086,0.000807475,0.000807475,0.01183432,0.01183432,0.003698262,0.003698262,51.42857143,51.42857143,0.003860517,0.003860517,165.0,165.0,8.02e+20,8.02e+20,0.287134653,0.287134653,1
Neurion Pharmaceuticals,528217.0,United States,North America,Biotechnology,1,9924,0.000263168,0.000263168,0.000234835,0.000234835,0.0023341110000000003,0.0023341110000000003,0.000207763,0.000207763,22.57142857,22.57142857,0.000207763,0.000207763,913.0,913.0,8.26e+33,8.26e+33,0.265837422,0.265837422,1
Glycanova,514497.0,Norway,Europe,Pharmaceuticals / Drugs,1,9926,0.024113915,0.021035928,0.0009619339999999999,0.000820808,0.01752809,0.014831461,0.001583073,0.0010879519999999999,54.0,54.0,0.001680186,0.0012032689999999999,162.0,205.0,7.64e+21,5.81e+21,0.345571943,0.340681774,2
3D Molecular,492701.0,United Kingdom,Europe,Biotechnology,1,9933,,,,,,,,,,,,,,,,,,,1
Chelona,503155.0,Germany,Europe,Disease Diagnosis,1,9935,,,,,,,,,,,,,,,,,,,1
Phenomix,9025.0,United States,North America,Pharmaceuticals / Drugs,1,9937,0.078249976,0.0029304129999999998,0.002368647,0.000147877,0.072357452,0.003001,0.01562896,0.0,110.33333329999999,110.33333329999999,0.014836479,0.0,21.0,899.0,7.32e+38,1.03e+36,0.41393965200000005,0.315900002,10
Mersana Therapeutics,14529.0,United States,North America,Drug Development,1,9938,0.004397801,0.004397801,0.00040151900000000003,0.00040151900000000003,0.007335779000000001,0.007335779000000001,0.001714694,0.001714694,74.13636364,74.13636364,0.001763599,0.001763599,588.0,588.0,2.3100000000000003e+36,2.3100000000000003e+36,0.323137026,0.323137026,1
Flyion,512227.0,Germany,Europe,Drug Development,1,9940,0.00137336,1.55e-05,0.000654139,0.00013871,0.00796284,0.00066357,0.00505287,0.0,30.08333333,30.08333333,0.005082202,0.0,240.0,1014.0,2.1e+33,2.66e+29,0.29239753399999996,0.222227165,3
Threshold Pharmaceuticals,1713.0,United States,North America,Biotechnology,1,9942,0.05913916,0.002060154,0.00151449,0.000100266,0.034861201,0.0012911560000000001,0.00545385,0.0,75.05,75.05,0.005483042,0.0,46.0,1097.0,2.12e+27,2.57e+24,0.34091822899999996,0.261237197,5
Synovis,543537.0,United Kingdom,Europe,Biotechnology,1,9949,,,,,,,,,,,,,,,,,,,1
FlowCardia,19288.0,United States,North America,Medical Devices & Equipment,1,9951,0.013284655,0.008900911,0.000287295,0.000213198,0.003735586,0.003085918,0.001126574,0.000398144,70.0,70.0,0.001200221,0.000437147,1851.0,2026.0,5.52e+22,2.48e+22,0.255063123,0.244593952,3
Texogene,545861.0,Germany,Europe,Disease Diagnosis,1,9957,0.036631217,0.022285392,0.0024280729999999998,0.00119932,0.06230200599999999,0.032030975,0.01208044,0.002250864,80.10989011,80.10989011,0.011802375,0.002233885,22.0,114.0,7.010000000000001e+36,2.59e+36,0.39066172200000004,0.360984697,2
Sciona,17599.0,United States,North America,,1,9959,,,,,,,,,,,,,,,,,,,1
CUSTOS Biotechnologie,506217.0,Germany,Europe,Drug Development,1,9960,,,,,,,,,,,,,,,,,,,1
Tescient,544909.0,United States,North America,Biotechnology,1,9962,4.09e-34,4.09e-34,0.000358809,0.000358809,0.001076813,0.001076813,0.0,0.0,3.0,3.0,0.0,0.0,731.0,1393.0,5.2972938119999995,5.2972938119999995,0.001076813,0.001076813,4
Anulex Technologies,2003.0,United States,North America,Medical Devices & Equipment,1,9963,7.58e-06,7.58e-06,0.00016512700000000002,0.00016512700000000002,0.000995355,0.000995355,0.0,0.0,8.0,8.0,0.0,0.0,,,6.4e+28,6.4e+28,0.211406365,0.211406365,1
Spine Wave,64.0,United States,North America,Medical Devices & Equipment,1,9964,,,,,,,,,,,,,,,,,,,1
Phytofusion,533421.0,United Kingdom,Europe,Drug Delivery,1,9966,0.001102502,1.49e-05,0.000294776,4.57e-05,0.002583661,0.000123031,0.000674133,0.0,55.0,55.0,0.000732487,0.0,322.0,3050.0,1.79e+26,3.26e+22,0.21345868199999998,0.171050636,5
Seahorse Bioscience,10630.0,United States,North America,Medical Devices & Equipment,1,9967,,,,,,,,,,,,,,,,,,,1
MSC,527537.0,United Kingdom,Europe,Drug Development,1,9971,0.003801176,7.53e-05,0.000388793,4.41e-05,0.004785707,0.000319047,0.003086867,0.0,38.11538462,38.11538462,0.0031807059999999997,0.0,237.0,4380.0,5.74e+31,2.25e+28,0.263452888,0.208944858,5
Archus Orthopedics,15966.0,United States,North America,Medical Devices & Equipment,1,9972,0.025098223,0.000456949,0.0008691619999999999,9.86e-05,0.018139842,0.0009894460000000002,0.0028024540000000002,0.0,68.49090909,68.49090909,0.002843215,0.0,176.0,588.0,9.39e+28,3.11e+25,0.329143953,0.246689396,4
Heart BioSystems,516610.0,Germany,Europe,Biotechnology,1,9973,,,,,,,,,,,,,,,,,,,1
CareX,502346.0,France,Europe,Biotechnology,1,9975,0.002426591,0.002426591,0.00056965,0.00056965,0.010559662,0.010559662,0.001436872,0.001436872,39.56666667,39.56666667,0.001625825,0.001625825,244.0,244.0,3.0700000000000004e+34,3.0700000000000004e+34,0.3163478,0.3163478,1
Panel Design,530398.0,United Kingdom,Europe,Medical Equipment & Supplies,1,9976,,,,,,,,,,,,,,,,,,,1
Oncotherm,530094.0,Germany,Europe,Medical Devices & Equipment,1,9979,,,,,,,,,,,,,,,,,,,1
Zyentia,551200.0,United Kingdom,Europe,Biotechnology,1,9981,0.070433864,0.002470457,0.001584669,0.00012896200000000002,0.037274549,0.001603206,0.003846562,0.0,78.26136364,78.26136364,0.0035720390000000004,0.0,119.0,680.0,4.52e+25,5.56e+22,0.38336876700000005,0.27539825100000004,5
Evogen,773.0,United States,North America,Drug Development,1,9982,0.007999601,0.00011836899999999999,0.000845446,0.000122281,0.010652034,0.0006455780000000001,0.007962302,0.0,38.12121212,38.12121212,0.007880305,0.0,146.0,1352.0,3.87e+25,8.48e+21,0.298504085,0.224492405,3
Accentia Biopharmaceuticals,36388.0,United States,North America,Biotechnology,1,9985,,,,,,,,,,,,,,,,,,,1
Thios Pharmaceuticals,21806.0,United States,North America,Pharmaceuticals / Drugs,1,9988,,,,,,,,,,,,,,,,,,,1
APAC,495806.0,Germany,Europe,Healthcare Software,1,9990,0.004696861,5.14e-05,0.000312825,7.49e-05,0.004223865,0.00035198900000000003,0.001521655,0.0,106.33333329999999,106.33333329999999,0.0015176229999999998,0.0,792.0,792.0,1.1500000000000001e+35,1.38e+31,0.31867779399999996,0.237481699,2
Vitae Pharmaceuticals,1833.0,United States,North America,Drug Discovery,1,9991,1.84e-05,1.84e-05,0.000116079,0.000116079,0.0007039769999999999,0.0007039769999999999,0.0,0.0,8.5,8.5,0.0,0.0,,,1.78e+30,1.78e+30,0.23103020600000002,0.23103020600000002,1
Domain Therapeutics,19254.0,France,Europe,Biotechnology,1,9995,0.012755738999999999,0.001324715,0.0008880180000000001,0.000419194,0.020767335,0.007391763000000001,0.007045917,0.0009237510000000001,72.94915254,72.94915254,0.007066401999999999,0.0010989069999999999,142.0,752.0,8.500000000000001e+35,9.16e+33,0.35267373799999996,0.307588856,5
4 AZA Bioscience,492957.0,Belgium,Europe,Biotechnology,1,9999,,,,,,,,,,,,,,,,,,,1
Provectus Pharmaceuticals,40371.0,United States,North America,Drug Development,1,10000,4.56e-08,4.56e-08,0.00011632,0.00011632,0.000329815,0.000329815,0.0,0.0,5.0,5.0,0.0,0.0,,,3.09e+17,3.09e+17,0.158526391,0.158526391,1
NeoCodex,527972.0,Spain,Europe,Biotechnology,1,10002,1.0499999999999999e-35,1.0499999999999999e-35,0.00033333300000000006,0.00033333300000000006,0.000333444,0.000333444,0.0,0.0,1.0,1.0,0.0,0.0,1406.0,1406.0,1.543080635,1.543080635,0.000333444,0.000333444,2
Ravgen,54439.0,United States,North America,Disease Diagnosis,1,10004,0.012147517,0.004067329000000001,0.001408389,0.000520804,0.01926064,0.005591799000000001,0.009302145,0.00234114,34.27777778,34.27777778,0.008863685999999999,0.002492419,42.0,335.0,3.71e+23,4.16e+22,0.290022051,0.267763773,2
Cambridge Cell Networks,502142.0,United Kingdom,Europe,Healthcare Software,1,10006,0.001365041,0.001365041,0.00010628200000000001,0.00010628200000000001,0.0014245010000000001,0.0014245010000000001,8.67e-07,8.67e-07,94.25,94.25,1.35e-06,1.35e-06,,,4.69e+29,4.69e+29,0.292371688,0.292371688,1
H2Hcare,515621.0,Ireland,Europe,Healthcare Software,1,10008,2.44e-41,2.44e-41,0.000358809,0.000358809,0.00035893800000000005,0.00035893800000000005,0.0,0.0,1.0,1.0,0.0,0.0,1225.0,1225.0,1.543080635,1.543080635,0.00035893800000000005,0.00035893800000000005,2
MACDEL,524332.0,Russian Federation,Europe,Medical Devices & Equipment,1,10009,0.024927461,0.003196908,0.00092276,0.000345861,0.024220305,0.006967485,0.002920662,0.000313405,82.31506849,82.31506849,0.003022576,0.00041517,133.0,399.0,6.93e+35,1.14e+34,0.355128925,0.310379859,2
PreciSense,534196.0,Denmark,Europe,Medical Devices & Equipment,1,10013,,,,,,,,,,,,,,,,,,,2
Adaptive Therapeutics,42042.0,United States,North America,Biotechnology,1,10015,,,,,,,,,,,,,,,,,,,1
InfaCare Pharmaceutical,221361.0,United States,North America,Drug Development,1,10017,6.48e-05,6.85e-07,0.000160716,9.559999999999999e-05,0.001000333,0.000333444,0.000623735,0.0,21.0,21.0,0.000623735,0.0,1358.0,1358.0,5.01e+32,5.6e+28,0.24471126899999998,0.19397778300000001,2
Barrier Therapeutics,1626.0,United States,North America,Pharmaceuticals / Drugs,1,10020,0.002935385,7.25e-05,0.00029368,8.759999999999999e-05,0.004985755,0.000712251,0.000361563,0.0,45.5,45.5,0.000410594,0.0,503.0,503.0,2.17e+30,1.32e+27,0.30073953,0.240243402,2
Motia,3747.0,United States,North America,Drug Discovery,1,10023,,,,,,,,,,,,,,,,,,,2
Smart Holograms,540886.0,United Kingdom,Europe,Medical Equipment & Supplies,1,10029,9.99e-46,9.99e-46,0.000355999,0.000355999,0.000356125,0.000356125,0.0,0.0,1.0,1.0,0.0,0.0,1274.0,1274.0,1.543080635,1.543080635,0.000356125,0.000356125,2
Discerna Protein Solutions,508596.0,United Kingdom,Europe,Biotechnology,1,10031,0.086092327,0.001675454,0.0017683310000000002,0.000158829,0.036036036,0.001553277,0.011067328999999999,2.2800000000000002e-05,68.03448276,68.03448276,0.010487502,3.75e-05,52.0,1638.0,1.86e+25,7.05e+21,0.346774849,0.251770832,5
Cerestem,502781.0,United Kingdom,Europe,Biotechnology,1,10034,,,,,,,,,,,,,,,,,,,1
Epitarget,510720.0,Norway,Europe,Drug Delivery,1,10036,,,,,,,,,,,,,,,,,,,1
NorDiag,529437.0,Norway,Europe,Medical Facilities & Services,1,10037,,,,,,,,,,,,,,,,,,,1
GenoRx,514377.0,United States,North America,Drug Development,1,10040,0.021736107999999997,0.000229835,0.000948245,6.1e-05,0.024341447000000002,0.000333444,0.003690816,0.0,83.20547945,83.20547945,0.003786037,0.0,128.0,128.0,5.65e+37,6.31e+33,0.36524426,0.262696457,2
Bonecraft,500775.0,United States,North America,Medical Devices & Equipment,1,10043,,,,,,,,,,,,,,,,,,,1
Cardiac Dimensions,15977.0,United States,North America,Medical Devices & Equipment,1,10044,0.012935408999999998,0.012935408999999998,0.000428439,0.000428439,0.012004001,0.012004001,0.0007398010000000001,0.0007398010000000001,89.97222222,89.97222222,0.001012797,0.001012797,319.0,319.0,2.0000000000000001e+37,2.0000000000000001e+37,0.327820757,0.327820757,1
Protista International,534729.0,Sweden,Europe,Medical Facilities & Services,1,10045,5.96e-09,8.39e-11,0.000683847,0.000307604,0.002308707,0.0009894460000000002,0.0027058779999999997,0.0,5.5,5.5,0.0027058779999999997,0.0,441.0,1487.0,5291180000000000.0,1045650000000.0,0.14704966,0.126674998,4
Intra-Cellular Therapies,49670.0,United States,North America,Drug Development,1,10047,0.0017897429999999999,0.0017897429999999999,0.000228861,0.000228861,0.003871876,0.003871876,0.00023343,0.00023343,60.63636364,60.63636364,0.000341217,0.000341217,815.0,815.0,1.67e+34,1.67e+34,0.303612883,0.303612883,1
axxonis Pharma,496719.0,Germany,Europe,Drug Delivery,1,10048,0.036631217,0.000529931,0.0024280729999999998,0.000396254,0.06230200599999999,0.003167899,0.01208044,0.002010921,70.37288136,70.37288136,0.011802375,0.002246817,22.0,487.0,7.010000000000001e+36,1.47e+33,0.39066172200000004,0.28455606899999997,2
Complexio,504968.0,Germany,Europe,Pharmaceuticals / Drugs,1,10049,0.012147517,0.000229432,0.00165523,0.00021531599999999998,0.01926064,0.001553277,0.009302145,0.0,29.03225806,29.03225806,0.008863685999999999,0.0,42.0,1672.0,3.71e+23,1.32e+20,0.290022051,0.21986622600000003,6
Prism Risk Management,534435.0,United Kingdom,Europe,Healthcare Software,1,10051,,,,,,,,,,,,,,,,,,,1
TheraSci,544527.0,United Kingdom,Europe,Drug Development,1,10052,0.012257077,0.000159834,0.000703335,7.929999999999999e-05,0.015338446,0.0006668889999999999,0.0031025429999999997,0.0,82.83333333,82.83333333,0.003226225,0.0,253.0,981.0,1.8e+37,3.05e+33,0.347812477,0.25710990899999997,3
Napa Medical Systems,527944.0,United States,North America,Medical Devices & Equipment,1,10057,,,,,,,,,,,,,,,,,,,1
Predicant Biosciences,533923.0,United States,North America,Medical Equipment & Supplies,1,10062,0.055638084000000004,0.0006545990000000001,0.001633132,0.00010217,0.05135045,0.0013337779999999999,0.005869018,0.0,102.3766234,102.3766234,0.005390904,0.0,76.0,938.0,3.7e+38,5.12e+34,0.400358541,0.283167784,5
Calcigen,501692.0,United States,North America,Biotechnology,1,10063,,,,,,,,,,,,,,,,,,,1
Palumed,531679.0,France,Europe,Pharmaceuticals / Drugs,1,10064,,,,,,,,,,,,,,,,,,,1
Danio Labs,506486.0,United Kingdom,Europe,Drug Development,1,10068,,,,,,,,,,,,,,,,,,,1
CELLnTEC,502609.0,Switzerland,Europe,Drug Development,1,10070,,,,,,,,,,,,,,,,,,,1
Phenomenome Discoveries,532770.0,Canada,North America,Drug Development,1,10074,0.001175247,1.14e-07,0.00029073799999999997,0.00021763200000000002,0.003167899,0.0007039769999999999,0.000655889,0.000177835,46.77777778,46.77777778,0.000655889,0.000238161,833.0,964.0,7.22e+33,6.74e+25,0.29951997199999997,0.179598562,2
Stealthyx,543510.0,United Kingdom,Europe,Drug Delivery,1,10077,0.059685216,0.001322206,0.0026972529999999997,0.000123943,0.07369123,0.0020006670000000002,0.018952906000000002,1.67e-06,100.0,100.0,0.017647991000000002,2.25e-06,15.0,1221.0,4.26e+38,2.09e+35,0.411730935,0.30333559,6
GSH Biomedical Ltd.,514400.0,United Kingdom,Europe,Biotechnology,1,10081,9.79e-06,9.79e-06,0.00020966099999999998,0.00020966099999999998,0.001119664,0.001119664,0.000631753,0.000631753,9.375,9.375,0.000658872,0.000658872,853.0,853.0,5.76e+20,5.76e+20,0.173981809,0.173981809,1
IT Omics,520681.0,France,Europe,Medical Facilities & Services,1,10082,6.38e-06,6.83e-08,0.000343469,0.00018989599999999997,0.001667222,0.0006668889999999999,0.001247025,0.0,4.2,4.2,0.001247025,0.0,618.0,1446.0,4.86e+30,5.55e+26,0.21437731,0.174426535,3
MaxxVision,525076.0,United States,North America,Medical Devices & Equipment,1,10083,0.000417231,0.000417231,0.000290969,0.000290969,0.002986065,0.002986065,0.0007109039999999999,0.0007109039999999999,26.0,26.0,0.0007771,0.0007771,626.0,626.0,1.94e+32,1.94e+32,0.268500391,0.268500391,1
ProSkelia,534788.0,France,Europe,Biotechnology,1,10086,3.49e-32,3.49e-32,0.00033333300000000006,0.00033333300000000006,0.0006668889999999999,0.0006668889999999999,0.0,0.0,2.0,2.0,0.0,0.0,1026.0,1462.0,2.70827166,2.70827166,0.0006668889999999999,0.0006668889999999999,3
CN-Biostar,369436.0,China,Asia,Drug Development,1,10087,0.063528214,0.000953981,0.003384851,0.00014778,0.09186906,0.002111932,0.024757728,0.0,84.67741935,84.67741935,0.022511441,0.0,9.0,1539.0,2.11e+37,4.75e+33,0.421436679,0.295111577,7
LifeLab Innovations,524454.0,United Kingdom,Europe,Medical Equipment & Supplies,1,10088,0.005848505,0.005848505,0.000495171,0.000495171,0.011337112,0.011337112,0.000580509,0.000580509,75.14705882,75.14705882,0.0006447719999999999,0.0006447719999999999,755.0,755.0,4.08e+36,4.08e+36,0.33747742700000005,0.33747742700000005,1
ORF Genetics,530418.0,Iceland,Europe,Biotechnology,1,10089,,,,,,,,,,,,,,,,,,,1
Alnylam Pharmaceuticals,6978.0,United States,North America,Biotechnology,1,10092,0.002027428,3.21e-05,0.00036827,7.509999999999998e-05,0.00341721,0.000310655,0.002366886,0.0,26.45454545,26.45454545,0.002434495,0.0,507.0,507.0,1.03e+22,2.6e+18,0.25413476100000004,0.197886371,2
Bayhill Therapeutics,444.0,United States,North America,Biotechnology,1,10095,0.023440127999999998,0.004657105,0.00075942,0.000290917,0.0199071,0.006967485,0.002139662,6.75e-05,106.56666670000001,106.56666670000001,0.002194813,8.62e-05,451.0,1267.0,6.13e+35,2.4200000000000002e+34,0.362262432,0.309746127,2
Yasoo Health,41901.0,United States,North America,Pharmaceuticals / Drugs,1,10098,0.031449825,0.031449825,0.002477085,0.002477085,0.058782119,0.058782119,0.017140986,0.017140986,64.84431138,64.84431138,0.016649496,0.016649496,27.0,27.0,5.17e+36,5.17e+36,0.392214925,0.392214925,1
Euro-Clinics,510190.0,United Kingdom,Europe,Medical Facilities & Services,1,10102,,,,,,,,,,,,,,,,,,,1
BioRexis Pharmaceuticals Corporation,42490.0,United States,North America,Biotechnology,1,10106,,,,,,,,,,,,,,,,,,,1
BaroSense,16667.0,United States,North America,Medical Devices & Equipment,1,10108,0.004545114,5.17e-05,0.00041747400000000004,0.00011334799999999999,0.004668223,0.0006668889999999999,0.002275086,0.0,96.92857143,96.92857143,0.002330866,0.0,510.0,1429.0,2.4700000000000002e+36,3.19e+32,0.320727325,0.239900285,3
Tercica,2540.0,United States,North America,Pharmaceuticals / Drugs,1,10109,5.47e-05,7.92e-07,0.000233359,0.00014795700000000002,0.001407955,0.0007039769999999999,0.00048629900000000004,0.0,11.0,11.0,0.000474495,0.0,797.0,1320.0,1.56e+31,3.27e+27,0.240962135,0.19607628,3
Chimerix,9718.0,United States,North America,Pharmaceuticals / Drugs,1,10111,,,,,,,,,,,,,,,,,,,1
Cambridge Biosystems,501951.0,United Kingdom,Europe,Drug Development,1,10120,0.001527385,0.001527385,0.000319042,0.000319042,0.0050016670000000004,0.0050016670000000004,0.000627905,0.000627905,44.93333333,44.93333333,0.00076643,0.00076643,423.0,423.0,2.78e+35,2.78e+35,0.30284537899999997,0.30284537899999997,1
Riotech Pharmaceuticals,536463.0,United Kingdom,Europe,Biotechnology,1,10121,0.013203588,6.73e-06,0.00041508699999999996,0.000122184,0.010285335,0.00132714,0.000685115,0.0,98.19354839,98.19354839,0.000718926,0.0,654.0,654.0,1.95e+35,5.04e+28,0.330973595,0.21092224199999998,3
eNeura Therapeutics,1233.0,United States,North America,Medical Devices & Equipment,1,10124,0.020143813,0.00022657099999999998,0.000588822,0.000104626,0.01592568,0.00066357,0.0018145420000000002,0.0,92.95833333,92.95833333,0.001906467,0.0,537.0,1428.0,4.53e+35,5.73e+31,0.33844439,0.247832621,3
TEAMM Pharmaceuticals,45949.0,United States,North America,Medical Product Distribution,1,10126,,,,,,,,,,,,,,,,,,,2
Aptanomics,496215.0,France,Europe,Drug Development,1,10128,0.0015193910000000001,2.84e-05,0.000390881,0.00012176,0.005668556,0.001000333,0.000830919,0.0,47.52941176,47.52941176,0.000949976,0.0,440.0,1515.0,2.75e+35,9.58e+31,0.306060373,0.23697493600000002,4
Etiologics,510291.0,United Kingdom,Europe,Biotechnology,1,10129,0.02256353,0.008120752,0.00126268,0.000743525,0.026920316,0.015434314,0.008285339000000001,0.000619875,94.64615385,94.64615385,0.008147088,0.0006428709999999999,153.0,516.0,6.05e+33,7.83e+32,0.36728090399999996,0.342739093,3
X-Ray Solutions,550251.0,Germany,Europe,Healthcare Software,1,10132,,,,,,,,,,,,,,,,,,,1
Cantex Pharmaceuticals,9011.0,United States,North America,Biotechnology,1,10133,0.009807826,0.000197989,0.001094243,0.000128095,0.025341781,0.0013337779999999999,0.0044273540000000005,1.55e-05,55.39473684,55.39473684,0.004492151,2.5e-05,75.0,907.0,1.15e+37,4.68e+33,0.34776637299999996,0.26484449,4
Calfacior,501683.0,United States,North America,,1,10135,0.0029715609999999997,3.2500000000000004e-05,0.0005707280000000001,9.84e-05,0.008669557,0.0006668889999999999,0.0032278470000000003,0.0,45.61538462,45.61538462,0.003285019,0.0,275.0,638.0,1.05e+36,1.26e+32,0.32021842,0.23889542100000002,3
