,industry,index_x,target_name,target_founded,target_status,alive
24322,Biotechnology,39492.0,MetaProbe,1997.0,Alive / Active,1
24332,Biotechnology,21736.0,Cognetix,1996.0,Alive / Active,1
24337,Disease Diagnosis,500023.0,Bioreact,2000.0,Alive / Active,1
24344,Pharmaceuticals / Drugs,39327.0,MacroChem,1981.0,Alive / Active,1
24385,Healthcare Plans,41457.0,Universal American Corp.,1981.0,Acquired,0
24386,Disease Diagnosis,493382.0,Acolyte,2000.0,Acquired,0
24387,Disease Diagnosis,500165.0,BioVirase,2000.0,Dead / Inactive,0
24389,Biotechnology,510310.0,Endocube,2001.0,Dead / Inactive,0
24396,Medical Devices & Equipment,858.0,Glaukos,1998.0,IPO / Went public,0
24461,Drug Development,550245.0,Xceed Molecular,2001.0,Acquired,0
24466,Biotechnology,8396.0,Endocyte,1996.0,Acquired,0
24493,Medical Devices & Equipment,1236.0,Neuronetics,2001.0,IPO / Went public,0
24499,Drug Development,519420.0,Ionix Pharmaceuticals,2001.0,Acquired,0
24503,Drug Development,495778.0,Aponetics,2000.0,Dead / Inactive,0
24517,Biotechnology,495053.0,AngioGenetics,2001.0,Dead / Inactive,0
24521,Pharmaceuticals / Drugs,513882.0,G2M,2001.0,Acquired,0
24535,Medical Facilities & Services,37490.0,ConnectiCare,1981.0,Acquired,0
24537,Pharmaceuticals / Drugs,1888.0,Xanodyne Pharmaceuticals,2000.0,Alive / Active,1
24540,Biotechnology,518131.0,Immune Regulation,2001.0,Alive / Active,1
24574,Biotechnology,15996.0,Momenta Pharmaceuticals,2001.0,Acquired,0
24592,Biotechnology,44884.0,Nuvelo,1991.0,Alive / Active,1
24610,Drug Discovery,6695.0,Infinity Pharmaceuticals,2001.0,IPO / Went public,0
24612,Medical Devices & Equipment,39999.0,Optibrand,1998.0,Alive / Active,1
24613,Pharmaceuticals / Drugs,36377.0,Able Laboratories,1988.0,Alive / Active,1
24622,Pharmaceuticals / Drugs,520706.0,JSW Life Sciences,1999.0,Alive / Active,1
24644,Medical Devices & Equipment,495987.0,Arplay Medical,1974.0,Acquired,0
24657,Disease Diagnosis,527767.0,Matrix MicroScience,2000.0,Alive / Active,1
24661,Drug Delivery,529430.0,Novosis,1997.0,Acquired,0
24683,Biotechnology,522439.0,Layton BioScience,1991.0,Dead / Inactive,0
24693,Stealth Mode,525199.0,Medelle,2001.0,Dead / Inactive,0
24720,Pharmaceuticals / Drugs,531490.0,Novia Pharmaceuticals,2001.0,Dead / Inactive,0
24722,Medical Devices & Equipment,540542.0,Sinus-Point,1996.0,Acquired,0
24725,Healthcare Software,31606.0,Etransmedia Technology,2000.0,Acquired,0
24735,Drug Development,527472.0,Merska,2001.0,Dead / Inactive,0
24744,Biotechnology,539859.0,Shanghai Genomics,2001.0,Alive / Active,1
24749,Medical Devices & Equipment,506895.0,DeepBreeze,2001.0,Alive / Active,1
24763,Healthcare Software,550851.0,WideMed,2000.0,IPO / Went public,0
24788,Medical Facilities & Services,39958.0,OmniComm,1996.0,Alive / Active,1
24807,Pharmaceuticals / Drugs,43044.0,Cumbre,1984.0,Alive / Active,1
24809,Biotechnology,12749.0,FORUM Pharmaceuticals,2001.0,Dead / Inactive,0
24815,Biotechnology,42213.0,Amphora Discovery Corporation,2001.0,Acquired,0
24828,Healthcare Software,508629.0,Docwave,1997.0,Acquired,0
24829,Pharmaceuticals / Drugs,516922.0,Hiberna,2000.0,Dead / Inactive,0
24840,Biotechnology,502911.0,Cellartis,2001.0,Acquired,0
24849,Medical Devices & Equipment,15063.0,VisionSense,1998.0,Acquired,0
24855,Biotechnology,536539.0,RFE Pharma,2001.0,Dead / Inactive,0
24856,Pharmaceuticals / Drugs,464.0,ActivBiotics,1996.0,Dead / Inactive,0
24884,Medical Devices & Equipment,680.0,Devax,1999.0,Acquired,0
24888,Biotechnology,45902.0,Synaptic Pharmaceutical Corporation,1987.0,Acquired,0
24892,Biotechnology,495388.0,Amphora Discovery,2001.0,Dead / Inactive,0
24909,Disease Diagnosis,534946.0,Qicc,1999.0,Dead / Inactive,0
24917,Medical Equipment & Supplies,503163.0,Chempaq,1999.0,Dead / Inactive,0
24935,Biotechnology,42354.0,Atto BioScience,1985.0,Acquired,0
24936,Disease Diagnosis,4988.0,Aureon Laboratories,2001.0,Dead / Inactive,0
24941,Biotechnology,42733.0,Centagenetix,2001.0,Acquired,0
24942,Medical Devices & Equipment,9727.0,Coapt Systems,2000.0,Dead / Inactive,0
24973,Biotechnology,1740.0,Trellis Bioscience,1998.0,Alive / Active,1
24979,Drug Delivery,24712.0,NephRx Corporation,1995.0,Dead / Inactive,0
24980,Medical Devices & Equipment,45884.0,Surgical Connections,1998.0,Alive / Active,1
24984,Biotechnology,2452.0,OpGen,2001.0,IPO / Went public,0
24989,Pharmaceuticals / Drugs,9026.0,Photothera,1997.0,Alive / Active,1
24991,Biotechnology,18021.0,Protein Sciences,1983.0,Acquired,0
24993,Drug Delivery,27298.0,Setagon,2000.0,Acquired,0
24994,Drug Discovery,6288.0,Serenex,2001.0,Acquired,0
24997,Medical Facilities & Services,16944.0,ScriptRx,1999.0,Alive / Active,1
25068,Biotechnology,516476.0,Hepaticus,2003.0,Dead / Inactive,0
25082,Medical Equipment & Supplies,5595.0,NimbleGen,1999.0,Acquired,0
25090,Medical Facilities & Services,525507.0,Medisafegate,2001.0,Dead / Inactive,0
25096,Pharmaceuticals / Drugs,37289.0,Cetek Corporation,1996.0,Alive / Active,1
25131,Medical Facilities & Services,36565.0,Allion Healthcare,1983.0,Alive / Active,1
25133,Biotechnology,45048.0,ParAllele BioScience,2000.0,Acquired,0
25136,Medical Devices & Equipment,42963.0,Converge Medical,1998.0,Alive / Active,1
25161,Drug Development,507880.0,Dr. Andre Rieks,2000.0,Dead / Inactive,0
25172,Drug Development,545182.0,Thetis-IBN,2001.0,Dead / Inactive,0
25176,Pharmaceuticals / Drugs,15373.0,Proteologics,1999.0,Alive / Active,1
25194,Medical Devices & Equipment,15419.0,Impliant,2000.0,Acquired,0
25197,Pharmaceuticals / Drugs,39414.0,Marina Biotech,1983.0,IPO / Went public,0
25213,Pharmaceuticals / Drugs,37058.0,Bradley Pharmaceuticals,1985.0,Alive / Active,1
25223,Medical Devices & Equipment,28594.0,NovaRay Medical,1991.0,Alive / Active,1
25241,Pharmaceuticals / Drugs,23559.0,Cylene Pharmaceuticals,1997.0,Alive / Active,1
25254,Medical Devices & Equipment,499987.0,Biomat Applications,2001.0,Dead / Inactive,0
25258,Biotechnology,516966.0,Haptogen,2001.0,Alive / Active,1
25260,Medical Devices & Equipment,18434.0,AcuFocus,2001.0,Alive / Active,1
25272,Drug Development,517738.0,IatroQuest,1998.0,Dead / Inactive,0
25280,Biotechnology,537538.0,Sardinia Genomics,2001.0,Alive / Active,1
25281,Medical Devices & Equipment,544430.0,Surgical Connection,2001.0,Dead / Inactive,0
25282,Drug Development,6844.0,Ablynx,2001.0,Acquired,0
25290,Drug Development,502979.0,CePeP,2001.0,Acquired,0
25293,Biotechnology,509924.0,EVP,2001.0,Alive / Active,1
25301,Drug Development,520466.0,InGen BioSciences,2001.0,Acquired,0
25316,Biotechnology,495904.0,Appetite Control,1999.0,Dead / Inactive,0
25332,Dental Products & Services,8280.0,Cadent,1999.0,Acquired,0
25337,Drug Development,519300.0,Ionalytics,2001.0,Acquired,0
25338,Biotechnology,533966.0,Pronostics,2000.0,Dead / Inactive,0
25357,Medical Facilities & Services,14982.0,Active Day,1995.0,Merged,0
25368,Pharmaceuticals / Drugs,494125.0,AgeLab Pharma,2001.0,Dead / Inactive,0
25395,Drug Discovery,45474.0,Rinat Neuroscience,2001.0,Acquired,0
25464,Healthcare Plans,23680.0,Amerigroup,1994.0,Acquired,0
25468,Pharmaceutical Distribution & Wholesale…,1264.0,Nucleonics,2001.0,Alive / Active,1
25488,Biotechnology,40157.0,Avid Bioservices,1981.0,Alive / Active,1
25492,Biotechnology,550001.0,Warren Pharmaceuticals,2001.0,Alive / Active,1
25496,Healthcare Software,551800.0,Xpogen,2000.0,Dead / Inactive,0
25505,Medical Devices & Equipment,58094.0,InSightec,1999.0,Alive / Active,1
25509,Pharmaceuticals / Drugs,492797.0,3DDD Pharma,1998.0,Alive / Active,1
25549,Medical Devices & Equipment,544065.0,T-cellic,2000.0,Dead / Inactive,0
25557,Healthcare Software,24305.0,Skylight Healthcare Systems,1999.0,Acquired,0
25569,Medical Devices & Equipment,546303.0,Ultrazonix,1996.0,Acquired,0
25599,Drug Discovery,16676.0,Nuevolution,2001.0,Acquired,0
25615,Pharmaceuticals / Drugs,7111.0,Windtree Therapeutics,1992.0,IPO / Went public,0
25629,Pharmaceuticals / Drugs,8785.0,Phylogix,1998.0,Alive / Active,1
25652,Medical Devices & Equipment,41932.0,Z-KAT,1997.0,Alive / Active,1
25675,Healthcare Plans,37274.0,Centene,1984.0,IPO / Went public,0
25685,Medical Devices & Equipment,493532.0,Aditus Medical,1997.0,Dead / Inactive,0
25689,Biotechnology,502347.0,Catchmabs,2000.0,Dead / Inactive,0
25717,Pharmaceuticals / Drugs,37440.0,Columbia Laboratories,1986.0,Alive / Active,1
25727,Biotechnology,500694.0,Borean Pharma,2001.0,Assets Purchased,0
25735,Medical Facilities & Services,532774.0,Pharmatory,2001.0,Alive / Active,1
25752,Drug Development,7151.0,Altus,1992.0,Alive / Active,1
25765,Medical Devices & Equipment,545722.0,Teraklin,1998.0,Acquired,0
25766,Biotechnology,21759.0,Sarossa Capital,2001.0,Acquired,0
25768,Biotechnology,37381.0,Clearant,1999.0,Alive / Active,1
25801,Biotechnology,496035.0,Aptamera,2001.0,Acquired,0
25806,Medical Facilities & Services,41282.0,Healthcare Management Directions,2001.0,Alive / Active,1
25807,Medical Equipment & Supplies,506098.0,D-Sense,2001.0,Dead / Inactive,0
25809,Healthcare Software,518463.0,iLIANT,2000.0,Acquired,0
25817,Medical Equipment & Supplies,495116.0,Analyte Works,2000.0,Dead / Inactive,0
25823,Medical Devices & Equipment,524160.0,LuKa OptoScope,2001.0,Dead / Inactive,0
25845,Drug Delivery,15081.0,Sol-Gel,1997.0,IPO / Went public,0
25852,Biotechnology,339304.0,Amicogen,2000.0,IPO / Went public,0
25861,Biotechnology,494902.0,Alnis BioSciences,1997.0,Alive / Active,1
25864,Medical Devices & Equipment,495640.0,Angenix,2001.0,Alive / Active,1
25868,Biotechnology,503229.0,Celtic Catalysts,2002.0,Alive / Active,1
25869,Medical Devices & Equipment,506875.0,Design Medical,2002.0,Alive / Active,1
25870,Pharmaceuticals / Drugs,515575.0,H-Phar,2002.0,Alive / Active,1
25885,Medical Facilities & Services,528265.0,NHB,2002.0,Dead / Inactive,0
25888,Biotechnology,533548.0,Poalis,2001.0,Dead / Inactive,0
25893,Biotechnology,551271.0,ZGene,2001.0,Dead / Inactive,0
25960,Medical Equipment & Supplies,495370.0,Amynon Biotech,2002.0,Alive / Active,1
25961,Pharmaceuticals / Drugs,25200.0,Targanta Therapeutics,1997.0,Acquired,0
25972,Medical Facilities & Services,43948.0,iLIANT Corporation,2000.0,Acquired,0
25992,Pharmaceuticals / Drugs,41131.0,Synvista Therapeutics,1986.0,Alive / Active,1
26005,Medical Devices & Equipment,505610.0,Cranium Telemetrics,2001.0,Acquired,0
26011,Medical Facilities & Services,534872.0,Proteaxis,2000.0,Dead / Inactive,0
26015,Drug Development,541919.0,Sirenade,2002.0,Acquired,0
26021,Biotechnology,16369.0,Targeted Growth,1998.0,Dead / Inactive,0
26053,Medical Facilities & Services,5891.0,HTG Molecular Diagnostics,1997.0,IPO / Went public,0
26072,Biotechnology,1471.0,Melinta Therapeutics,2000.0,IPO / Went public,0
26088,Medical Devices & Equipment,10888.0,Spineology,1996.0,Alive / Active,1
26125,Pharmaceuticals / Drugs,514497.0,Glycanova,2002.0,Acquired,0
26151,Biotechnology,42102.0,Agilix Corporation,1999.0,Alive / Active,1
26159,Medical Devices & Equipment,6734.0,Transoma Medical,1984.0,Alive / Active,1
26161,Biotechnology,45897.0,Symbiontics,1996.0,Alive / Active,1
26168,Drug Development,38243.0,Fisher Scientific International,1902.0,Merged,0
26183,Biotechnology,41157.0,Tapestry Pharmaceuticals,1991.0,Alive / Active,1
26184,Biotechnology,492701.0,3D Molecular,2001.0,Dead / Inactive,0
26185,Medical Devices & Equipment,493190.0,*Acri.Tec,1997.0,Acquired,0
26186,Disease Diagnosis,503155.0,Chelona,2001.0,Dead / Inactive,0
26195,Healthcare Software,532148.0,Onkocom,2000.0,Dead / Inactive,0
26200,Pharmaceuticals / Drugs,9025.0,Phenomix,2001.0,Dead / Inactive,0
26216,Medical Devices & Equipment,38876.0,Inovise Medical,1997.0,Alive / Active,1
26222,Pharmaceuticals / Drugs,45614.0,Sention,1999.0,Alive / Active,1
26224,Drug Development,512227.0,Flyion,2001.0,Dead / Inactive,0
26241,Drug Discovery,1458.0,Replidyne,2000.0,IPO / Went public,0
26247,Biotechnology,1713.0,Threshold Pharmaceuticals,2001.0,Merged,0
26263,Disease Diagnosis,533018.0,PhotoBioChem,2001.0,Acquired,0
26274,Healthcare Software,533015.0,Pinpoint Data,1998.0,Dead / Inactive,0
26276,Drug Development,548287.0,Viscum,1999.0,Dead / Inactive,0
26278,Biotechnology,543537.0,Synovis,2001.0,Dead / Inactive,0
26283,Internet Software & Services,1140.0,Medidata Solutions,1999.0,Acquired,0
26295,Medical Devices & Equipment,91981.0,SciMed Laboratories Inc.,1999.0,Alive / Active,1
26308,Medical Equipment & Supplies,18889.0,Communication Science,1989.0,Alive / Active,1
26309,Medical Devices & Equipment,40917.0,Solta Medical,1995.0,Acquired,0
26318,Medical Facilities & Services,37236.0,CBaySystems Holdings,1998.0,Alive / Active,1
26341,Drug Development,16745.0,Hawaii Biotech,1982.0,Alive / Active,1
26391,Disease Diagnosis,545861.0,Texogene,2002.0,Dead / Inactive,0
26393,Medical Facilities & Services,5758.0,AppTec Laboratory Services,1982.0,Acquired,0
26413,Drug Development,506217.0,CUSTOS Biotechnologie,2001.0,Dead / Inactive,0
26418,Biotechnology,544909.0,Tescient,2001.0,Dead / Inactive,0
26425,Medical Devices & Equipment,2003.0,Anulex Technologies,2001.0,Dead / Inactive,0
26445,Disease Diagnosis,38956.0,Alere,2001.0,Acquired,0
26463,Drug Delivery,533421.0,Phytofusion,2002.0,Dead / Inactive,0
26465,Medical Devices & Equipment,10630.0,Seahorse Bioscience,2000.0,Acquired,0
26468,Health & Wellness (non-internet/mobile)…,92207.0,Alcon,1945.0,IPO / Went public,0
26469,Medical Devices & Equipment,24655.0,MedVenture Technology,1998.0,Acquired,0
26470,Pharmaceuticals / Drugs,21589.0,Questcor Pharmaceuticals,1990.0,Acquired,0
26486,Medical Devices & Equipment,534330.0,Pro-Med,1996.0,Alive / Active,1
26494,Drug Development,527537.0,MSC,2001.0,Acquired,0
26500,Medical Devices & Equipment,15966.0,Archus Orthopedics,2001.0,Dead / Inactive,0
26502,Biotechnology,516610.0,Heart BioSystems,2001.0,Dead / Inactive,0
26508,Medical Devices & Equipment,18684.0,BioWave,1997.0,Alive / Active,1
26511,Biotechnology,502346.0,CareX,2001.0,Acquired,0
26517,Medical Equipment & Supplies,530398.0,Panel Design,2000.0,Dead / Inactive,0
26526,Medical Devices & Equipment,530094.0,Oncotherm,2002.0,Alive / Active,1
26535,Biotechnology,551200.0,Zyentia,2002.0,Alive / Active,1
26550,Drug Development,773.0,Evogen,2001.0,Alive / Active,1
26595,Biotechnology,36388.0,Accentia Biopharmaceuticals,2002.0,Alive / Active,1
26603,Medical Devices & Equipment,505.0,Broncus Medical,1997.0,Alive / Active,1
26609,Pharmaceuticals / Drugs,21806.0,Thios Pharmaceuticals,2000.0,Alive / Active,1
26610,Medical Facilities & Services,36561.0,Allied Healthcare International,1981.0,Acquired,0
26613,Healthcare Software,495806.0,APAC,2003.0,Dead / Inactive,0
26622,Drug Discovery,1833.0,Vitae Pharmaceuticals,2001.0,Acquired,0
26625,Pharmaceuticals / Drugs,36464.0,Advanced Viral Research,1984.0,Alive / Active,1
26650,Biotechnology,19254.0,Domain Therapeutics,2001.0,Alive / Active,1
26661,Biotechnology,42722.0,Cell Based Delivery,1997.0,Alive / Active,1
26682,Medical Facilities & Services,39421.0,ProxyMed,1987.0,Alive / Active,1
26683,Biotechnology,492957.0,4 AZA Bioscience,2002.0,Acquired,0
26725,Medical Devices & Equipment,713.0,Ophthonix,2000.0,Dead / Inactive,0
26732,Drug Discovery,5931.0,Kalypsys,2001.0,Alive / Active,1
26740,Medical Devices & Equipment,6036.0,REGENESIS BIOMEDICAL,1996.0,Alive / Active,1
26761,Disease Diagnosis,54439.0,Ravgen,2000.0,Alive / Active,1
26763,Healthcare Software,502142.0,Cambridge Cell Networks,2002.0,Alive / Active,1
26768,Healthcare Software,515621.0,H2Hcare,2000.0,Dead / Inactive,0
26775,Medical Devices & Equipment,524332.0,MACDEL,2002.0,Alive / Active,1
26781,Pharmaceuticals / Drugs,531253.0,Orexo Pharmaceuticals,1995.0,IPO / Went public,0
26790,Medical Devices & Equipment,534196.0,PreciSense,2002.0,Acquired,0
26796,Drug Development,532316.0,OxoN Medica,1999.0,Dead / Inactive,0
26800,Pharmaceuticals / Drugs,2084.0,AVEO Oncology,2001.0,IPO / Went public,0
26809,Drug Delivery,15182.0,MicroCHIPS Biotech,1999.0,Acquired,0
26815,Medical Devices & Equipment,109.0,Abaxis,1989.0,Acquired,0
26817,Medical Facilities & Services,13583.0,Advion Bioanalytical Labs,1993.0,Acquired,0
26834,Biotechnology,513377.0,Genesto,2000.0,Dead / Inactive,0
26838,Drug Development,221361.0,InfaCare Pharmaceutical,2005.0,Acquired,0
26839,Disease Diagnosis,493016.0,Absys,1994.0,Dead / Inactive,0
26866,Biotechnology,424.0,Avera Pharmaceuticals,2002.0,Dead / Inactive,0
26872,Pharmaceuticals / Drugs,1626.0,Barrier Therapeutics,2001.0,Acquired,0
26895,Pharmaceuticals / Drugs,18443.0,Adenosine Therapeutics,1999.0,Acquired,0
26929,Healthcare Software,509496.0,EDCO Group,1995.0,Alive / Active,1
26932,Drug Discovery,3747.0,Motia,2000.0,Alive / Active,1
26941,Biotechnology,495863.0,Apoxis,1999.0,Acquired,0
26948,Drug Development,15618.0,Sangart,1998.0,Dead / Inactive,0
26950,Medical Devices & Equipment,2448.0,OmniGuide Surgical,2000.0,Alive / Active,1
26953,Biotechnology,670.0,Five Prime Therapeutics,2002.0,Acquired,0
26982,Pharmaceuticals / Drugs,1968.0,Arriva Pharmaceuticals,1997.0,Alive / Active,1
26998,Medical Equipment & Supplies,540886.0,Smart Holograms,2002.0,Alive / Active,1
27000,Biotechnology,26390.0,Bioenvision,1996.0,Acquired,0
27023,Pharmaceuticals / Drugs,26498.0,Eon Labs,1992.0,Acquired,0
27029,Medical Devices & Equipment,21793.0,Osteotech,1986.0,Acquired,0
27034,Biotechnology,508596.0,Discerna Protein Solutions,2001.0,Alive / Active,1
27050,Biotechnology,4473.0,YM BioSciences,1994.0,Acquired,0
27051,Pharmaceuticals / Drugs,17941.0,GANYMED Pharmaceuticals,2001.0,Acquired,0
27057,Biotechnology,502781.0,Cerestem,2001.0,Dead / Inactive,0
27068,Drug Delivery,510720.0,Epitarget,2000.0,Alive / Active,1
27075,Medical Facilities & Services,529437.0,NorDiag,2002.0,IPO / Went public,0
27081,Pharmaceuticals / Drugs,496715.0,Asilomar Pharmaceuticals,1999.0,Dead / Inactive,0
27088,Drug Development,514377.0,GenoRx,2000.0,Dead / Inactive,0
27122,Medical Devices & Equipment,15977.0,Cardiac Dimensions,2000.0,Alive / Active,1
27148,Medical Facilities & Services,534729.0,Protista International,2001.0,Alive / Active,1
27152,Pharmaceutical Distribution & Wholesale…,793.0,ForHealth Technologies,1998.0,Alive / Active,1
27166,Medical Facilities & Services,20127.0,Accelerad,1999.0,Alive / Active,1
27176,Medical Devices & Equipment,38755.0,ICU Medical,1987.0,Acquired,0
27183,Drug Development,49670.0,Intra-Cellular Therapies,2002.0,IPO / Went public,0
27191,Drug Delivery,496719.0,axxonis Pharma,2001.0,Dead / Inactive,0
27192,Pharmaceuticals / Drugs,504968.0,Complexio,2002.0,Dead / Inactive,0
27197,Medical Devices & Equipment,516641.0,HBA,1999.0,Alive / Active,1
27201,Healthcare Software,534435.0,Prism Risk Management,2001.0,Dead / Inactive,0
27208,Drug Development,544527.0,TheraSci,2002.0,Acquired,0
27227,Medical Devices & Equipment,4889.0,Embolx,2013.0,Alive / Active,1
27238,Medical Facilities & Services,42857.0,CodeCorrect,1998.0,Acquired,0
27249,Medical Devices & Equipment,527944.0,Napa Medical Systems,2002.0,Dead / Inactive,0
27258,Internet Software & Services,5957.0,MediConnect,1996.0,Acquired,0
27262,Medical Equipment & Supplies,533923.0,Predicant Biosciences,2002.0,Acquired,0
27298,Pharmaceuticals / Drugs,22514.0,APT Therapeutics,2001.0,Alive / Active,1
27300,Biotechnology,501692.0,Calcigen,2000.0,Dead / Inactive,0
27302,Drug Development,5016.0,BioDelivery Sciences International,1997.0,IPO / Went public,0
27330,Pharmaceuticals / Drugs,531679.0,Palumed,2000.0,Alive / Active,1
27339,Drug Development,506486.0,Danio Labs,2002.0,Acquired,0
27343,Drug Development,502609.0,CELLnTEC,2002.0,Alive / Active,1
27355,Drug Development,532770.0,Phenomenome Discoveries,2001.0,Alive / Active,1
27361,Drug Delivery,543510.0,Stealthyx,2002.0,Alive / Active,1
27372,Biotechnology,514400.0,GSH Biomedical Ltd.,2001.0,Dead / Inactive,0
27373,Medical Facilities & Services,520681.0,IT Omics,2001.0,Acquired,0
27375,Medical Devices & Equipment,525076.0,MaxxVision,2001.0,Dead / Inactive,0
27381,Medical Devices & Equipment,535665.0,Helioscopie,1999.0,Alive / Active,1
27383,Biotechnology,534788.0,ProSkelia,2002.0,Acquired,0
27398,Biotechnology,530418.0,ORF Genetics,2000.0,Alive / Active,1
27405,Drug Discovery,19733.0,KineMed,1999.0,Dead / Inactive,0
27414,Biotechnology,6978.0,Alnylam Pharmaceuticals,2002.0,IPO / Went public,0
27424,Drug Development,15984.0,Hydra Biosciences,2001.0,Assets Purchased,0
27435,Medical Devices & Equipment,16221.0,Kytogenics Pharmaceuticals Limited,1991.0,Alive / Active,1
27439,Biotechnology,444.0,Bayhill Therapeutics,2000.0,Dead / Inactive,0
27451,Medical Devices & Equipment,4935.0,Aptus Endosystems,2002.0,Acquired,0
27462,Pharmaceuticals / Drugs,41901.0,Yasoo Health,2002.0,Alive / Active,1
27466,Medical Devices & Equipment,546252.0,TSCI,1999.0,Acquired,0
27467,Drug Delivery,9895.0,Brainsgate,2000.0,Alive / Active,1
27469,Medical Facilities & Services,40437.0,National Imaging Associates,1995.0,Acquired,0
27475,Medical Facilities & Services,510190.0,Euro-Clinics,2002.0,Acquired,0
27478,Pharmaceuticals / Drugs,395.0,ARYX Therapeutics,1997.0,IPO / Went public,0
27501,Drug Development,38522.0,GTx,1997.0,Acquired,0
27503,Biotechnology,42490.0,BioRexis Pharmaceuticals Corporation,2002.0,Acquired,0
27508,Medical Devices & Equipment,16667.0,BaroSense,2001.0,Acquired,0
27510,Pharmaceuticals / Drugs,2540.0,Tercica,2002.0,Acquired,0
27516,Drug Discovery,4960.0,Applied Precision,1986.0,Acquired,0
27520,Medical Facilities & Services,10156.0,Globalcare,1994.0,Merged,0
27527,Medical Devices & Equipment,10931.0,Celleration,1999.0,Acquired,0
27539,Biotechnology,40972.0,Spectrum Pharmaceuticals,1987.0,Acquired,0
27555,Medical Facilities & Services,1411.0,Psychiatric Solutions,1988.0,Acquired,0
27581,Drug Development,501951.0,Cambridge Biosystems,2002.0,Dead / Inactive,0
27588,Biotechnology,536463.0,Riotech Pharmaceuticals,2001.0,Alive / Active,1
27611,Medical Devices & Equipment,1233.0,eNeura Therapeutics,2002.0,Alive / Active,1
27627,Medical Devices & Equipment,355.0,ALung Technologies,1997.0,Alive / Active,1
27638,Biotechnology,37729.0,Dharmacon,1995.0,Acquired,0
27640,Medical Product Distribution,45949.0,TEAMM Pharmaceuticals,2000.0,Acquired,0
27666,Drug Development,496215.0,Aptanomics,2001.0,Assets Purchased,0
27671,Biotechnology,510291.0,Etiologics,2002.0,Acquired,0
27683,Healthcare Software,550251.0,X-Ray Solutions,2002.0,Dead / Inactive,0
27684,Biotechnology,9011.0,Cantex Pharmaceuticals,2002.0,Alive / Active,1
27724,Medical Devices & Equipment,38958.0,Investigen,1998.0,Alive / Active,1
27734,Pharmaceuticals / Drugs,26738.0,Angstrom Pharmaceuticals,1996.0,Dead / Inactive,0
27741,Medical Equipment & Supplies,524743.0,Labgas Instruments,1994.0,Assets Purchased,0
27753,Drug Development,532895.0,Phalanx,2002.0,Alive / Active,1
27767,Biotechnology,496093.0,aplagen,2001.0,Dead / Inactive,0
27770,Biotechnology,496587.0,Avontec,2001.0,Dead / Inactive,0
27782,Biotechnology,373700.0,SinoMab Bioscience,2001.0,IPO / Went public,0
27791,Biotechnology,520017.0,InterGenetics,1999.0,Alive / Active,1
27818,Pharmaceuticals / Drugs,521607.0,Kanion Pharmaceutical,1996.0,IPO / Went public,0
27831,Medical Product Distribution,59465.0,Hollister Incorporated,1921.0,Alive / Active,1
27838,Medical Equipment & Supplies,535042.0,Pulse NeedleFree Systems,2000.0,Alive / Active,1
27850,Medical Facilities & Services,493326.0,Actar,2000.0,Acquired,0
27852,Medical Facilities & Services,39716.0,National Surgical Care,2002.0,Acquired,0
27854,Medical Equipment & Supplies,534285.0,Prontomed,1998.0,Acquired,0
27857,Pharmaceuticals / Drugs,13243.0,Napo Pharmaceuticals,2001.0,Merged,0
27866,Drug Development,494871.0,Alopex,2001.0,Dead / Inactive,0
27874,Medical Devices & Equipment,1817.0,Viacor,1999.0,Alive / Active,1
27884,Biotechnology,43233.0,Earth BioSciences,1998.0,Alive / Active,1
27886,Medical Facilities & Services,8498.0,Shearwater Health,1993.0,Alive / Active,1
27893,Elective & Aesthetic Medicine,42260.0,Apsara Medical Corporation,2001.0,Alive / Active,1
27910,Medical Facilities & Services,15943.0,AllianceCare,2000.0,Alive / Active,1
27922,Medical Devices & Equipment,493142.0,AAJ-Trade,2002.0,Dead / Inactive,0
27925,Pharmaceuticals / Drugs,42303.0,Artesian Therapeutics,2002.0,Acquired,0
27926,Biotechnology,8329.0,Zalicus,2000.0,Acquired,0
27938,Pharmaceuticals / Drugs,16697.0,Reata Pharmaceuticals,2002.0,IPO / Went public,0
27939,Medical Facilities & Services,40378.0,Pyxant Labs,1984.0,Acquired,0
27952,Medical Devices & Equipment,13363.0,EyeTel Imaging,1996.0,Acquired,0
27963,Medical Devices & Equipment,509518.0,Easy Walking,2002.0,Alive / Active,1
27985,Medical Equipment & Supplies,495321.0,Amic,1998.0,Acquired,0
27998,Medical Facilities & Services,544421.0,Surgical Alliance,2001.0,Dead / Inactive,0
28008,Biotechnology,497092.0,Green Hills Biotechnology,2002.0,Alive / Active,1
28017,Healthcare Software,529101.0,MRO Direct,2002.0,Dead / Inactive,0
28020,Drug Development,17893.0,Arno Therapeutics,2000.0,IPO / Went public,0
28028,Medical Facilities & Services,45883.0,Surgical Alliance Corporation,1996.0,Alive / Active,1
28030,Medical Facilities & Services,1801.0,Vantage Oncology,2002.0,Acquired,0
28035,Pharmaceuticals / Drugs,17887.0,Anacor Pharmaceuticals,2002.0,Acquired,0
28057,Pharmaceuticals / Drugs,37568.0,CreAgri,1998.0,Alive / Active,1
28072,Medical Facilities & Services,40108.0,Patient Care,2001.0,Acquired,0
28076,Medical Devices & Equipment,6749.0,CardioOptics,1998.0,Alive / Active,1
28100,Medical Devices & Equipment,54597.0,Access Bio,2001.0,IPO / Went public,0
28106,Medical Devices & Equipment,44604.0,Mirabel Medical Systems,1993.0,Alive / Active,1
